@rowCount	878
w	d	n	t	g	r	s	v	b
sobde	$x_1$ — соя (зерно/бобы) вида/сорта $x_2$	{dembi} (боб), {gurni} (зерно)	gismu	соя	sob;so'e;sobd;sobde
sodna	$x_1$ — щелочной металл типа $x_2$; $x_1$ содержит щелочной металл типа $x_2$ (по умолчанию натрий)	Также: калий, литий, цезий {jilka} (щелочь), {jinme} (металл)	gismu	щелочной металл	sodn;sodna
sodva	$x_1$ — газированный напиток вида/с привкусом $x_2$	Также: «прохладительный напиток» или «безалкогольный напиток», хотя к последним обычно причисляют еще чай и кофе {jilka} (щелочь), {jinme} (металл)	gismu	содовая вода	sod;sodv;sodva
softo	$x_1$ относится к Российской Империи / СССР / экс-СССР / СНГ / советской культуре/национальности в аспекте $x_2$	{rusko} (русский), {vukro} (украинский), {slovo} (славянский)	gismu	советский	sof;soft;softo
so	цифра/число: 9 (цифра) [девять]		cmavo		soz	PA1
so'a	цифра/число: почти каждый (цифра/число)		cmavo	почти каждый	soj	PA4
so'e	цифра/число: большинство/б`ольшая часть		cmavo	большинство	sop	PA4
smaka	$x_1$ чувствует вкус $x_2$ (какой)	См. {tasta}, {vrusi}, {ganse}, {palpi}, {viska}	experimental gismu	смаковать;чувствовать вкус	smaka
smela	$x_1$ - это слива/персик/вишня/абрикос/миндаль/тёрн [плод] (род Prunus) вида/разновидности $x_2$	{zirsmela} для сливы, {xunsmela} для вишни, {najysmela} для персика, {pelsmela} для абрикоса, {ri'orsmela} для миндаля, {blasmela} для тёрна. Ср. {rutrprunu}, {ricrprunu}, {flaume}, {persika}, {rutrceraso}, {birkoku}, {frambesi}, {fragari}, {plise}, {perli}, {rozgu}	experimental gismu	абрикос;вишня;миндаль;персик;слива;тёрн	smela
slinkuui	$x_1$ - это игрушка-слинки	См. {kelci}. Это слово дало название slinku'i-тесту	fu'ivla	слинки
smacrkobaiu	$x_1$ - морская свинка вида $x_2$.	См. {ratcu}, {smacu}	fu'ivla	морская свинка
smetana	$x_1$ - это сметана, состоящая из $x_2$	См. также {kruji}, {ladru}, {matne}.	fu'ivla
smidali	$x_1$ - это манная купа из зерна $x_2$	См. {bavmi}	fu'ivla	манная крупа
snejanas	Снежана (русское женское имя)		cmevla	Снежана
so'e roi	модификатор интервала: обычно; объективно количественный интервал; по умолчанию как временной интервал		cmavo-compound	обычно		ROI*
so'i	цифра/число: много/немало		cmavo	много	sor;so'i	PA4
soi	междометие-рассуждение: маркёр возвратных/взаимных/обоюдных sumti; обозначает обоюдные отношения между sumti ( переводится как "друг друга" и пр.)		cmavo	возвратные sumti		SOI
sofybakni	$x_1$=$b_1$=$s_1$ - это советская корова/бык/теленок вида/породы $x_2$=$b_2$ и отражающая СССР/экс-СССР [Советскую] культуру/национальность в аспекте $x_3$=$s_2$.	Почему бы и не дать определение для этого слова :). Встречается в шуточной фразе .o'i mu sofybakni cu zvati le purdi, в которой собраны все буквы ложбанского алфавита.	lujvo				softo;bakni
so'i mei	количественная selbri: преобразует "много" в количественное; связка, пучок, букет, стадо, пачка; $x_1$ это множество с многими членами $x_2$ из полного множества $x_3$		cmavo-compound	пучок		MOI*
so'i roi	модификатор интервала: много раз; объективно количественный интервал; по умолчанию как временной интервал		cmavo-compound	много раз		ROI*
so ki'o	число/количество: 9,000, выражается с помощью запятой		cmavo-compound	9		PA*
solji	$x_1$ — золото (Au); $x_1$ содержит золото	Метафора: драгоценный, тяжелый, химически инертный {ricfu} (богатый), {rijno} (серебро), {narju} (оранжевый), {pelxu} (желтый)	gismu	золото	slo;solj;solji
solri	$x_1$ — солнце планеты $x_2$ (по умолчанию, Земли), населенной разумными существами вида $x_3$	{gusni} (свет), {lunra} (луна), {mluni} (спутник [космический]), {plini} (планета), {santa} (зонт), {terdi} (земля [планета Земля]), {tarci} (звезда [небесное тело])	gismu	солнце	sol;solr;solri
sombo	$x_1$ сажает $x_2$ (растения) в $x_3$ (где/куда)	{crepu} (собирать [урожай]), {tsiju} (семя [зерно])	gismu	сажать (растения)	som;so'o;somb;sombo
sonci	$x_1$ — солдат/воин/боец армии/войска $x_2$	{bilni} (военный), {damba} (драться), {jenmi} (армия), {xarci} (оружие), {pulji} (полицейский)	gismu	солдат	son;soi;sonc;sonci
sorcu	$x_1$ — запас/резерв материалов/энергии $x_2$, накопленных/хранимых в $x_3$	$x_3$ не обязательно контейнер, напр. куча; аргумент $x_3$ идентифицирует данный запас $x_2$, позволяя отличить его от других запасов {panka} (парк); {vreji} (запись) для хранения информации; {sabji} (поставлять [снабжать]) для запаса, который не обязательно привязан к определенному месту, {banxa} (банк), {panka} (парк)	gismu	запас	soc;sro;sorc;sorcu
sorgu	$x_1$ — сорго вида/сорта $x_2$	{gurni} (зерно)	gismu	сорго	sog;sorg;sorgu
spaji	$x_1$ — неожиданность/сюрприз для $x_2$; $x_1$ захватывает $x_2$ (кого) врасплох	Также: ожидание/предвосхищение: {nalspaji}, смятение/тревога: {tepspaji} {manci} (изумленный), {jenca} (потрясать [ошеломлять]), {bredi} (готовый [к чему-либо]), {suksa} (внезапный)	gismu	сюрприз	paj;spaj;spaji
spali	$x_1$ полирует/шлифует предмет/поверхность $x_2$, нанося полирующее вещество $x_3$ инструментом $x_4$	{mosra} (трение), {sraku} (царапать), {xutla} (гладкий)	gismu	шлифовать	spal;spali
spano	$x_1$ — испанский/испаноязычный в аспекте $x_2$	Метафорически может ограничиваться Испанией, контрастируя с {xispo} (ср. аналогичное противопоставление {glico} и {merko}/{sralo}/{brito}/{kadno}); Испания: {sangu'e}; испаноязычные диалекты Испании, особенно кастильский: {sansanbau} {xispo} (латиноамериканский), {ketco} (южноамериканский), {mexno} (мексиканский), {gento} (аргентинский)	gismu	испанский	san;span;spano
speni	$x_1$ женат на/замужем за $x_2$; $x_1$ — супруг $x_2$ по закону/обычаю/традиции/соглашению $x_3$	{prami} (любить [кого-либо]), {gletu} (совокупляться)	gismu	супруг	spe;spen;speni
spisa	$x_1$ (объект/вещество) есть кусок/порция/[частица] $x_2$ (чего: вещество)	{pagbu} (часть)	gismu	кусок	spi;spis;spisa
spita	$x_1$ — больница/лечебница/клиника/госпиталь для лечения пациентов $x_2$ от болезни/травм $x_3$ (ухода за пациентами $x_2$, находящимися в состоянии $x_3$)	Хоспис (место, где $x_2$ в [spita] есть {le}{nu} {mrobi'o}): {mrospita} {bilma} (больной), {mikce} (лечить)	gismu	больница	spit;spita
spofu	$x_1$ сломан/испорчен/негоден для функции $x_2$	Сломать/испортить: {pofygau}, {pofyzu'e}; сломаться/испортиться (случайно): {pofyja'e}, {nutpo'uja'e} {daspo} (разрушать), {katna} (разрезать), {porpi} (разваливаться), {se} {xrani} (вредить), {cikre} (чинить)	gismu	сломанный	pof;po'u;spof;spofu
spuda	$x_1$ отвечает/реагирует на событие/ситуацию/стимул/[лицо/объект] $x_2$ ответом/реакцией $x_3$; $x_1$ отвечает $x_2$ (кому); $x_3$ есть ответ $x_1$ (чей) на $x_2$	если $x_3$ есть лицо/объект, то обычно используется {tu'a} в знак того, что реакцию/ответ вызывает какое-то действие этого лица/объекта; маркер {tu'a} м.б. опущен, если стимулом является само лицо/объект, а не его действия {cusku} (говорить [кому-либо]), {preti} (вопрос), {nabmi} (проблема), {danfu} (ответ), {frati} (реагировать), {cpedu} (просить)	gismu	реагировать на	spu;spud;spuda
sputu	$x_1$ плюет/прыскает/отхаркивает $x_2$ (преимущественно, жидкость) из $x_3$ на/в $x_4$	Слюна, плевок, мокрота: {molselpu'u} {jetce} (струя), {kafke} (кашлять), {vamtu} (блевать)	gismu	плевать	put;pu'u;sput;sputu
sraji	$x_1$ — вертикальный/отвесный/прямостоящий/[прямой] в системе отсчета/гравитационном поле $x_2$	Также: вертикально, стоймя, отвесно {sanli} (стоять), {pinta} (горизонтальный)	gismu	вертикальный	raj;sraj;sraji
sralo	$x_1$ — австралийский в аспекте $x_2$	{glico} (английский)	gismu	австралийский	sral;sralo
so'o	цифра/число: несколько		cmavo	несколько	sos	PA4
so'u	цифра/число: мало/немного		cmavo	мало	sot	PA4
sorta	$x_1$ вроде как/как бы/как будто [делает] $x_2$ (nu/ka) в условиях $x_3$	Шуточное слово. В основном используется в tanru {kinda} {sorta}	experimental gismu	вроде как;как будто;как бы	sorta
solnuncanci	$x_1$ - это закат солнца в месте $x_2$ с точки зрения наблюдателя $x_3$		lujvo	закат солнца			solri;nu;canci
solnuntolcanci	$x_1$ - это восход солнца в месте $x_2$ с точки зрения наблюдателя $x_3$	См. также {solnuncanci}, {solri}, {cerni}, {vanci}	lujvo	восход солнца			solri;nu;to'e;canci
so moi	количественная selbri: преобразует 9 в порядковую selbri; $x_1$ является девятым среди $x_2$, упорядочиваемых по правилу $x_3$		cmavo-compound	является девятым среди		MOI*
so no	число/количество: 90 [девяносто]		cmavo-compound	90		PA*
so no no	число/количество: 900 [девятьсот]		cmavo-compound	900		PA*
so so ce'i	число/количество: 99% (число)		cmavo-compound	99 процентов		PA*
so'u roi	модификатор интервала: мало раз; объективно количественный интервал; по умолчанию как временной интервал		cmavo-compound	мало раз		ROI*
sovda	$x_1$ — яйцо/яйцеклетка/сперматозоид/пыльца/гамета организма (отец/мать) $x_2$	Метафорическое использование не рекомендуется ввиду неопределенности пола и вида: овоид, вытянутый сфероид: {pevyso'aseltai}, но лучше: {claboi}; женская яйцеклетка: {fetso'a}, птичье яйцо: {cpifetso'a}, {cpiso'a}, куриное яйцо: {jipcyfetso'a}, {jipcyso'a} — хотя просто [sovda] достаточно для большинства случаев; оплодотворенное яйцо: {tsiju} или {tarbi} {ganti} (яичко [анатомия]), {gutra} (матка [анатомия]), {mamta} (мать), {patfu} (отец), {rorci} (порождать), {tsiju} (семя [зерно]), {lanbi} (белок), {tarbi} (эмбрион); ткж. {djine} (кольцо), {konju} (конус) для описания формы, {tarbi} (эмбрион)	gismu		sov;so'a;sovd;sovda
so ze pi mu	число/количество:  97.5		cmavo-compound	97.5		PA*
spati	$x_1$ — растение/растительность/зелень вида/разновидности/сорта $x_2$	Прилагательное: $x_1$ — растительный {genja} (корень [растения]), {grute} (плод [фрукт]), {gurni} (зерно), {latna} (лотос), {rozgu} (роза), {stagi} (овощ), {tricu} (дерево), {tsiju} (семя [зерно]), {tujli} (тюльпан), {xruba} (гречиха), {xrula} (цветок), {pezli} (лист [растения]), {srasu} (трава)	gismu	растение	spa;spat;spati
spoja	$x_1$ взрывается/лопается (внезапно, энергично распадается/воспламеняется), образуя/выделяя/выбрасывая куски/фрагменты/энергию $x_2$	{cecla} (стрелять), {jakne} (ракета), {jbama} (бомба)	gismu	взрываться	poj;po'a;spoj;spoja
sraku	$x_1$ (инструмент/орудие) царапает/надрезает/режет/врезается в $x_2$	{guska} (соскабливать), {katna} (разрезать), {mosra} (трение), {plixa} (пахать), {kakpa} (выкапывать) (в отличие от {kakpa} (выкапывать), {sraku} (царапать) не предполагает выемку материала), {spali} (полировать)	gismu	царапать	rak;srak;sraku
srana	$x_1$ причастен к/имеет отношение к/связан с $x_2$; $x_2$ является темой для $x_1$	Также: касается, относится к; $x_1$ — это дело/вопрос $x_2$ (чего); отношение $x_1$ и $x_2$ м.б. симметрично, хотя $x_1$ обычно более специфично, чем $x_2$ {ra'a}, {ckini} (иметь отношение), {ponse} (владеть), {steci} (специфика)	gismu	иметь отношение	ra'a;sran;srana			ra'a;se ra'a
srasu	$x_1$ — трава вида $x_2$	Луг/лужайка/газон: {sasfoi} {spati} (растение)	gismu	трава	sas;sras;srasu
srera	$x_1$ ошибается, совершая действие $x_2$ (событие), ошибочное в условиях $x_3$ относительно критерия/стандарта $x_4$	$x_2$ — ошибка {drani} (правильный) — не требует наличия деятеля, {cfila} (дефект), {fliba} (терпеть неудачу)	gismu	ошибаться	sre;srer;srera
srito	$x_1$ — санскрит, санскритский/ведический в аспекте $x_2$	{xindo} (хинди), {xurdo} (урду)	gismu	санскритский	srit;srito
sruma	$x_1$ допускает/предполагает/принимает, что справедливо/верно $x_2$ ({du'u}) в отношении предмета $x_3$	Также: постулирует, подразумевает; $x_2$ — допущение, постулат, аксиома, гипотеза, предположение; слова, описывающие эпистемологию, обычно имеют место типа {du'u} {smadi} (догадываться), {birti} (убежденный [в истинности])	gismu	предполагать	ru'a;srum;sruma
sruri	$x_1$ окружает/охватывает $x_2$ в направлени(и/ях)/измерени(и/ях)/плоскости $x_3$	({jinsru} =) $x_1$ — кольцо/пояс вокруг $x_2$ (почти полный охват в каком-то измерени(и/ях)) {karli} (пояс), {senta} (слой), {snuji} (прослойка), {vanbi} (окружающий), {se} {nenri} (внутри), {se} {jbini} (между), {bartu} (вне), {djine} (кольцо)	gismu	охватывать	rur;sru;srur;sruri
stace	$x_1$ — честный/откровенный/искренний с/по отношению к $x_2$ насчет/что касается дела/факта $x_3$	Также: прямой, чистосердечный, без экивоков, без обиняков {tcica} (обманчивый), {jetnu} (истина), {jitfa} (ложь), {mipri} (скрывать)	gismu	быть откровенным	sac;stac;stace
stagi	$x_1$ — съедобная часть растения $x_2$; $x_1$ — овощ	определение покрывает также фрукты и орехи; может относиться как к съедобным растениям вообще, так и к неплодовым овощам. См. {nalrutstagi}, {grute} - 'плод (фрукт)', {kobli} - 'капуста', {narge} - 'орех (плод)', {sluni} - 'лук (растение)', {spati} - 'растение', {sunga} - 'чеснок', {tamca} - 'томат'	gismu	овощ	stag;stagi
staku	$x_1$ — керамика, изготовленная $x_2$ (кем/где), состава $x_3$, в форме $x_4$	Обожженная глина или иной неметаллический твердый материал; $x_3$: не обязательно полное описание состава {kliti} (глина)	gismu	керамика	tak;stak;staku
stali	$x_1$ остается/пребывает у/в/с $x_2$	{vitno} (длительный), {zasni} (временный), {ralte} (удерживать), {stodi} (постоянный), {xabju} (проживать), {stuzi} (место [постоянное]), {renvi} (выдерживать)	gismu	оставаться	sta;stal;stali
stani	$x_1$ — стебель/ствол растения/вида $x_2$	Метафора: опора {tuple} (нога), {mudri} (древесина)	gismu	стебель	stan;stani
stapa	$x_1$ ступает по поверхности $x_2$, используя конечности $x_3$; $x_1$ наступает на/топчет $x_2$	{bajra} (бежать), {plipe} (прыгать), {cadzu} (идти), {serti} (лестница)	gismu	ступать по	tap;stap;stapa
stasu	$x_1$ — суп/похлебка из/с $x_2$	$x_2$ входит в $x_1$, есть компонент/ингредиент супа $x_1$ {sanmi} (трапеза), {mixre} (смесь), {salta} (салат [блюдо]), {sanso} (соус)	gismu	суп	stas;stasu
stati	$x_1$ имеет талант/способности/склонность к $x_2$ (действие/состояние)	{jinzi} (присущий), {certu} (эксперт), {rarna} (естественный), {larcu} (искусство), {kakne} (мочь)	gismu	талантливый	stat;stati
steba	$x_1$ раздосадован/разочарован/приведен в отчаяние $x_2$ (чем: абстракция)	Срыв планов, крушение надежд {cinmo} (эмоциональный)	gismu	разочарованный	seb;steb;steba
steci	$x_1$ ({ka}) — специальное/специфическое/частное/особое/определяющее свойство $x_2$ (чего) среди членов множества $x_3$	$x_2$ — члены подмножества $x_3$; Также: объект, ассоциация с которым специфична для выделяемого подмножества: {tecra'a}, ср. Также: {po'e}; Также: особенно, связанный с {srana} (иметь отношение [к чему-либо]), {se} {ponse} (владеть), {ckini} (иметь отношение), {tcila} (черта [особенность]), {tutra} (территория)	gismu	специфический	tec;te'i;stec;steci
stedu	$x_1$ — голова (часть тела) $x_2$	Метафора: верхняя часть; череп: {sedbo'u} {drudi} (крыша), {mebri} (лоб), {xedja} (челюсть), {besna} (мозг), {flira} (лицо), {mapku} (шапка)	gismu	голова	sed;sted;stedu
stela	$x_1$ — замок/защелка/запор для/запирающий $x_2$ с механизмом $x_3$	Также: пломба/печать, запечатывает {ckiku} (ключ)	gismu	замок	tel;stel;stela
stero	$x_1$ (телесный угол) составляет $x_2$ (по умолчанию 1) стерадиан (метрическая единица) по стандарту $x_3$	{centi} (санти), {decti} (десятый [доля 1/10]), {dekto} (дека), {femti} (фемто), {gigdo} (гига), {gocti} (йокто), {gotro} (йотта), {kilto} (кило), {megdo} (мега), {mikri} (микро), {milti} (милли), {nanvi} (нано), {petso} (пета), {picti} (пико), {terto} (тера), {xatsi} (атто), {xecto} (гекто), {xexso} (экса), {zepti} (зепто), {zetro} (зетта)	gismu	стерадиан	te'o;ster;stero
stici	$x_1$ находится к западу от $x_2$ согласно системе отсчета $x_3$	{stuna} (восток), {berti} (север), {snanu} (юг), {farna} (направление)	gismu	западный	sic;stic;stici
stidi	$x_1$ советует/подсказывает/[предлагает] $x_2$ (что: идея/действие) $x_3$ (кому); $x_1$ (событие/деятель) вдохновляет/наводит на мысль $x_3$ на $x_2$	Также: внушает; если $x_1$ - событие, может обозначать "вдохновляет" (если у $x_3$ при этом появляется желание, необходимо добавить {djica}; событие, которое вдохновляет/наводит на мысль: {faurti'i}, {sidyfau} {ti'i}, {tcica} (обманчивый), {xlura} (влиять)	gismu	советовать	sid;ti'i;stid;stidi			ti'i;se ti'i;te ti'i
stika	$x_1$ регулирует/настраивает/изменяет $x_2$ ({ka}/{ni}) в пределах $x_3$	Нерезультативное, деятельное изменение {cenba} (изменчивый [в свойстве]) (не нуждается в деятеле), {galfi} (изменять) (есть деятель, есть результат), {binxo} (становиться) (результативное изменение, в отсутствие деятеля), {zasni} (временный), {stodi} (постоянный)	gismu	регулировать	tik;stik;stika
stizu	$x_1$ — стул/сиденье/скамья (предмет мебели, предназначенный для сидения)	{nilce} (мебель), {zutse} (сидеть), {jubme} (стол), {ckana} (кровать)	gismu	стул	tiz;stiz;stizu
stodi	$x_1$ постоянен/неизменен по свойству $x_2$ ({ka}) при воздействии/в условиях $x_3$	Также: устойчивый, стойкий, стабильный, неуклонный {cenba} (изменчивый [в свойстве]), {stika} (регулировать), {stali} (оставаться), {vitno} (длительный), {manfo} (однородный), {zasni} (временный), {tinsa} (жесткий), {jdari} (крепкий)	gismu	неизменный	sto;stod;stodi
stuna	$x_1$ находится к востоку от $x_2$ согласно системе отсчета $x_3$	{stici} (запад), {berti} (север), {snanu} (юг), {farna} (направление)	gismu	восточный	sun;stun;stuna
stura	$x_1$ — структура/устройство/организация $x_2$ (чего: множество/система)	Если $x_2$ — множество, то полностью описанное {ganzu} (организовывать [упорядочивать]), {morna} (узор), {ciste} (система), {lujvo} (), {greku} (каркас), {gerna} (грамматика)	gismu	структура	tur;su'a;stur;stura
stuzi	$x_1$ - неизменное местонахождение/место $x_2$	Употребляется для описания местонахождения стационарных объектов. См. также список cmavo {tu'i}, {jmive}, {diklo}, {zvati}, {tcini}, {xabju}, {jibni}, {judri}, {lamji}, {mokca}, {stali}	gismu	местоположение	tuz;stu;stuz;stuzi			tu'i;se tu'i
sucta	$x_1$ (идея/{si'o}) — абстракция/идеализация/обобщение $x_2$ (чего: что-то конкретное), полученная по правилам $x_3$	{fatci} (факт), {xanri} (воображаемый)	gismu	абстракция	suc;suct;sucta
sudga	$x_1$ — сухой, лишенный жидкости $x_2$	{cilmo} (мокрый), {litki} (жидкость), {runta} (растворяться)	gismu	сухой	sud;sudg;sudga
sufti	$x_1$ — копыто (часть тела) $x_2$	{xirma} (лошадь)	gismu	копыто	sfu;suft;sufti
suksa	$x_1$ (событие/состояние) внезапно/резко/вдруг изменяется на этапе/в точке $x_2$, в отношении процесса/свойства/функции $x_3$	Также: внезапный, скачкообразно {spaji} (неожиданность), {vitci} (прерывистый), {vlile} (яростный)	gismu	внезапный	suk;suks;suksa
sumji	$x_1$ — математическая сумма/результат сложения $x_2$ и $x_3$	{jmina} (добавлять), {jalge} (результат), {mulno} (законченный), {pilji} (произведение [арифметическое])	gismu	сумма	suj;sumj;sumji
sumne	$x_1$ обоняет/чувствует запах (предмета) $x_2$; $x_2$ пахнет/имеет ощутимый запах для наблюдателя $x_1$	{nazbi} (нос), {panci} (запах), {cpina} (резкий [острый/раздражающий]), {ganse} (чувствовать [ощущать]), {zgana} (наблюдать)	gismu	обонять	sumn;sumne
sumti	$x_1$ (текст) — это sumti (аргумент, имя существительное/местоимение/имя собственное) от сказуемого-selbri $x_2$ (текст), заполняющее место/падеж $x_3$	См. {bridi} - 'глагольная фраза', {darlu} - 'отстаивать позицию', {gismu} - 'корневое слово'	gismu	аргумент сказуемого;существительное  / местоимение  / имя собственное	sum;su'i;sumt;sumti
sunga	$x_1$ — чеснок (головок) вида/сорта $x_2$	{stagi} (овощ)	gismu	чеснок	sug;sung;sunga
sunla	$x_1$ — шерсть (густые вьющиеся волосы) животного/вида/из источника $x_2$	{kosta} (пальто), {kumte} (верблюд), {lanme} (овца), {kanba} (коза), {bukpu} (ткань [текстиль]), {kerfa} (волосы)	gismu	шерсть	sul;sunl;sunla
surla	$x_1$ отдыхает/делает передышку/проводит досуг, занимаясь деятельностью/находясь в состоянии $x_2$	Также: праздный {dunku} (страдать), {tatpi} (уставший), {cando} (покоиться [бездействовать]), {vreta} (лежать [на чем-либо])	gismu	отдыхать	sur;surl;surla
sutra	$x_1$ — быстрый/скорый/поспешный в действии/осуществлении $x_2$ (событие/состояние)	{masno} (медленный)	gismu	быстрый	sut;sutr;sutra
tabno	$x_1$ — углерод/графита/[алмаз]/древесный уголь; $x_1$ содержит углерод; $x_1$ — органический	{kolme} (уголь)	gismu	углерод	tab;tabn;tabno
tabra	$x_1$ — труба/тромбон/горн/валторна/… (медный духовой музыкальный инструмент)	{zgike} (музыка)	gismu	тромбон	tabr;tabra
tadji	$x_1$ — метод/техника/способ осуществления $x_2$ (событие) в условиях $x_3$	Также: подход; стиль/манера/образ действий: {tratadji}; порядок/план действий: {montadji}, {tadjymo'a}, или {platadji}, {tadjypla} {ciste} (система), {pruce} (процесс), {zukte} (действовать), {pluta} (путь), {tai}	gismu	метод	tadj;tadji			ta'i;se ta'i;te ta'i
