@rowCount	922
w	d	n	t	s	g	r	b	v
a	Ett logiskt definierande konjunktiv: sumti eftertänkt eller.	inklusiv disjunktion (p eller q eller båda), kallas inom datavetenskap ofta för OR. Ibland kallas detta för och/eller i dagligt tal.	cmavo	A	eller;och/eller;OR;sumti eller
a'a	{a'a} - definition attitydmarkör: uppmärksam\n{a'acu'i} - ouppmärksam\n{a'anai} - undvikande.		cmavo	UI1	uppmärksam
a'a cu'i	{a'a } - definition attitydmarkör: uppmärksam\n{a'a cu'i} - ouppmärksam\n{a'a nai} - undvikande.		cmavo-compound	UI*1	ouppmärksam
a'a nai	{a'a } - definition attitydmarkör: uppmärksam\n{a'a cu'i} - ouppmärksam\n{a'a nai} - undvikande.		cmavo-compound	UI*1	undvikande
a bu	bokstaven a.		bu-letteral	BY*	a
bancu	$x_1$ överskrider/är bortom gräns $x_2$ från $x_3$ med egenskap/mängd $x_4$ (ka/ni).	På andra sidan en gräns, men inte nödvändigtvis strax över; inte heller begränsad till position i rummet. Se även {dukse}, {ragve}, {zmadu}, {kuspe}, {korbi}, {jimte}, {fe'eba'o}.	gismu		bortom;gå över;hinsides;övergå;överskrida;överträda;på andra sidan	bac;banc;bancu
bandu	$x_1$ (tilldragelse) försvarar/skyddar/fredar $x_2$ (objekt/tillstånd) från hot/risk/fara/skadlig potential $x_3$	Även $x_1$ beskyddar $x_2$; $x_1$ avvärjer/motstår/står emot $x_2$; ta betäckning (= ko bandu); skyddande skärm/sköld ={badgai}. Se även {ckape}, {fanta}, {fapro}, {marbi}, {rivbi}, {zunti}, {lunbe}, {snura}, {binra}, {pulji}.	gismu		avvärja;defensiv;fara;försvara;freda;hot;motstå;risk;skydda;stå emot;ta betäckning;vakt	bad;band;bandu
bangu	$x_1$ är ett språk/dialekt som används av $x_2$ för att uttrycka/kommunicera $x_3$ (si'o/du'u, ej citat).	Även tungomål.	gismu		dialekt;mål;språk;tungomål	ban;bau;bang;bangu	bau
banli	$x_1$ är storslagen i egenskap $x_2$ (ka) enligt kriterium $x_3$	Indikerar en subjektiv storslagenhet, i jämförelse med de objektiva kriterier som {barda} implicerar; synonymer som möjligen kräver tanru: enastående, lysande, magnifik, imponerande, grandios, upphöjd, speciell, majestätisk,  eminent (alla generellt {zabna}); fruktansvärd ({mabla}). Se även {barda}, {nobli}, {se sinma}, {pluja}, {misno}, {vajni}, {fasnu}, {cizra}, {traji}, {mutce}, {se manci}.	gismu		grandios;magnifik;majestätisk;storslagen	bal;ba'i;banl;banli
banro	$x_1$ växer/expanderar [en ökande utveckling] till storlek/form $x_2$ från $x_3$.	Även öka i storlek,växa,bli större,förstoras,utöka,expandera, [utvidga],ta sig (vard.), utvecklas. Se även {farvi}, {zenba}, {jmina}, {barda}, {makcu}, {ferti}.	gismu		bli större;expandera;förstoras;öka;ta sig;utöka;utvecklas;växa	ba'o;banr;banro
banzu	$x_1$ (objekt) räcker/förslår/är nog/tillräcklig/lagom/tillfyllest för ändamål $x_2$ under villkor $x_3$	Se även {dukse}, {claxu}, {nitcu}, {ricfu}, {curmi}, {mansa}, {rau}, {raumei}, {raumoi}.	gismu		förslå;lagom;nog;räcka;tillfyllest	baz;banz;banzu
bapli	$x_1$ (ka) tvingar (händelse) $x_2$ att ske.	Förutsätter framgång, till skillnad från {danre}. Se även {fanta}, {rinju}, {jimte}, {jitro}, {rinka}, {krinu}, {nibli}, {zukte}, {randa}, {bai}.	gismu		tvinga	bap;bai;bapl;bapli
barda	$x_1$ är stor i egenskap/dimension $x_2$ (ka) jämfört med kriterium/norm $x_3$	Se även {banli}, {clani}, {ganra}, {condi}, {plana}, {cmalu}, {rotsu}, {banro}, {xanto}	gismu		stor	bra;bard;barda
bargu	$x_1$ kröker sig/välver sig/formar en båge över/runt $x_2$ och är gjord av $x_3$; $x_1$ är en båge över/runt $x_2$ av material $x_3$	Även kurva, båge [form]; x2 behöver inte vara ett objekt, utan kan också vara en punkt, yta eller volym. Se även {cripu}, {kruvi}, {korcu}, {condi}.	gismu		arcus;båge;båglinje;kröka sig;kroklinje;kurva;välva sig;valvbåge	bag;barg;bargu
a'u	{a'u} - attitydmarkör: intresse\n{a'ucu'i} - ointresse\n{a'unai} - bortstötande.		cmavo	UI1	intresse
au	attitudinal: \n{au} - begär\n{aucu'i} - likgiltighet\n{aunai} - olust/motvilja.		cmavo	UI1	begär
ba	tidstempus förhållande/riktning: ska [selbri]; efter [sumti]; futurum.		cmavo	PU	efter;futurum;sedan
ba'o	intervall händelsekontur: i efterverkningarna av...; sedan ...; perfekt		cmavo	ZAhO	perfekt
arktik	Norra Ishavet		cmevla		Norra Ishavet
asycy'i'is	ASCII		cmevla		ASCII
atinas	Aten		cmevla		Aten
a'u cu'i	{a'u } - attitydmarkör: intresse\n{a'u cu'i} - ointresse\n{a'u nai} - bortstötande.		cmavo-compound	UI*1	ointresse
au cu'i	attitudinal: \n{au } - begär\n{au cu'i} - likgiltighet\n{au nai} - olust/motvilja.		cmavo-compound	UI*1	likgiltighet
a'u nai	{a'u } - attitydmarkör: intresse\n{a'u cu'i} - ointresse\n{a'u nai} - bortstötande.		cmavo-compound	UI*1	bortstötande
au nai	attitudinal: \n{au } - begär\n{au cu'i} - likgiltighet\n{au nai} - olust/motvilja.		cmavo-compound	UI*1	motvilja;olust
auskalerik	Baskien		cmevla		Baskien
ba'a cu'i	{ba'a } - evidential: jag förväntar mig\n{ba'a cu'i} - jag erfar\n{ba'a nai} - jag kommer ihåg.		cmavo-compound	UI2	jag erfar
ba'a nai	{ba'a } - evidential: jag förväntar mig\n{ba'a cu'i} - jag erfar\n{ba'a nai} - jag kommer ihåg.		cmavo-compound	UI2	jag kommer ihåg
bacru	$x_1$ uttalar muntligt/säger/talar [producerar språkliga ljud/foner] $x_2$	Även röster; förutsätter inte nödvändigtvis kommunikation eller lyssnare ("säger" är oftast {cusku}. Se även {krixa}, {cusku}, {casnu}, {tavla}, {voksa}, {pinka}.	gismu		använda rösten;muntlig;uttala;yttra	ba'u;bacr;bacru
badna	$x_1$ är en banan/kokbanan/dessertbanan [frukt/växt] av arten/sorten $x_2$.	Banan är ett bär, en ört, eller en frukt tillhörande banansläktet (Musa). Se även {jupybadna}.	gismu		banan	badn;badna
bakni	$x_1$ är en kossa/oxe/oxdjur/nötkreatur/boskapsdjur/nötboskap/[ko/tjur/stut/kviga/kalv] av art/sort $x_2$	Syftar på underfamiljen Oxdjur (bovinae) där det ingår 24 arter, fördelade på 9 släkten. I vardagligt tal syftar det på nötboskap, närmare bestämt kossor.	gismu		boskap;boskapsart;boskapsdjur;boskapssort;kossa;nötboskap;nötkreatur;oxdjur;oxe	bak;bakn;bakni
balre	$x_1$ är ett blad/klinga av verktyg/vapen $x_2$	Se även {dakfu}, {tunta}, {tutci}, {guska}, {kinli}, {katna}.	gismu		blad;klinga	ba'e;balr;balre
banfi	$x_1$ är en amfibie (djur) av art/sort $x_2$	Se även {danlu}, {respa}.	gismu		amfibie	banf;banfi
banxa	$x_1$ är en bank som ägs av/i banksystem $x_2$ för bankfunktioner $x_3$ (event).	Se även {sorcu}, {zarci}, {canja}, {kagni}, {zivle}, {jdini}, {jbera}.	gismu		bank;bankir;banksystem	bax;banx;banxa
ba'e	förtänkt betoningsindikator; indikerar att nästa ord är särskilt betonat		cmavo	BAhE	betonar nästa
ba'i	{basti} modal, 1st place ersatt av		cmavo	BAI	ersatt av
babilon	Babylon		cmevla		Babylon
baknis	$x_1$ är Oxen (stjärnbild/stjärntecken).	Från {bakni} (lojban); Taurus (latin; =tjur, stut).	cmevla		Oxen
ba pu	tids tempus: kommer att ha varit; (tempus/modal).		cmavo-compound	PU*	kommer att ha varit
barja	$x_1$ är en taverna/bar/pub som serverar $x_2$ till gäster/kunder $x_3$	Se även {gusta}, {birje}, {jikru}, {sanmi}, {vanju}, {xotli}, {ckafi}, se {pinxe}.	gismu		bar;förfriskning;pub;pubbesökare;pubgäst;taverna;utskänkning	barj;barja
barna	$x_1$ är ett märke/fläck på $x_2$ av material/substans $x_3$.	Föreslår {ba'armo'a} för ett mönster av märken. Se även {sinxa}, {pixra}, se {ciska}, se {prina}, {xinmo}.	gismu		fläck;fläcksubstans;märke;prick	ba'a;barn;barna
bartu	$x_1$ är på utsidan av $x_2$; $x_1$ är det yttre av $x_2$.	Se även {jibni}, {nenri}, {sruri}, {lamji}, {korbi}, {calku}, {vasru}, {cmima}, {gubni}, {bancu}, {ze'o}.	gismu		exteriör;utsida;utvändig;yttre	bar;bart;bartu
basna	$x_1$ betonar/accentuerar/lägger tonvikt på $x_2$ genom (handling) $x_3$.	Även: säger kraftfullt/ säger med eftertryck. Se även {pandi}, {ba'e}.	gismu		accent;accentuera;betona;betoning;emfas;framhäva;lägga tonvikt på;markera;säga med eftertryck;understryka	basn;basna
basti	$x_1$ ersätter/är substitut/istället för $x_2$ under omständighet $x_3$; $x_1$ byter plats med $x_2$.	Se även  {ba'i}, {binra}, {canja}.	gismu		ersätta;ersättare;ersättning;istället;remplacera;substitut	bas;bast;basti	ba'i
batci	$x_1$ biter/klämmer $x_2$ på specifikt ställe $x_3$ medelst $x_4$.	Bita igenom (={batygre}); nypa (={cinzybatci}). Se även {denci}, {jgalu}, {guska}, {citka}.	gismu		bita;biten;bitsk;klämd;klämma	bat;batc;batci
batke	$x_1$ är en knapp/knopp/handtag på/för föremål $x_2$, med funktion/ändamål $x_3$, gjord av material $x_4$.	Se även {jadni}, {bidju}, {balji}, {punji}, {jgari}, {lasna}, {lafti}, {lacpu}.	gismu		grepp;greppförsedd;handtag;knapp;knappändamål;knopp	batk;batke
bavmi	$x_1$ är [en kvantitet av] korn (sädesslag) av sort $x_2$	Se även {gurni}.	gismu		korn	bavm;bavmi
baxso	$x_1$ reflekterar malay-indonesiskt språk/kultur i aspekt $x_2$.	Se även {meljo}, {bindo}.	gismu		malay-indonesisk	baxs;baxso
bebna	$x_1$ är dåraktig/stupid/dum/löjlig vad gäller händelse/handling/egenskap (ka) $x_2$; $x_1$ är en dåre/dumbom.	Se även {fenki}, {xalbo}, motsatsord {prije}.	gismu		dåraktig;dåraktighet;dåre;dum;dumbom;dumhet;dumhuvud;dumskalle;fåne;fåntratt;korkad;löjlig;stupid	beb;bebn;bebna
bemro	$x_1$ reflekterar nordamerikansk kultur/nationalitet/geografi i aspekt $x_2$.	Se även {merko}, {kadno}, {xispo}, {mexno}.	gismu		nordamerikansk	bem;be'o;bemr;bemro
bende	$x_1$ (massa) är ett gäng/grupp/team/lag/trupp av personer (set) $x_2$ ledd av $x_3$ organiserad i syfte $x_4$.	Även orkester (={balzgibe'e}, x3 dirigent); även affärsverksamhet (firma etc). Se även {gunma}, {girzu}, {dansu}, {jatna}, {jitro}, {kagni}, {kamni}, {minde}, {ralju}, {cecmu}, {gidva}.	gismu		gäng;grupp;lag;team;trupp	bed;be'e;bend;bende
bengo	$x_1$ reflekterar bengalisk/bangladeshisk kultur/nationalitet/geografi i aspekt $x_2$	Se även {xindo}.	gismu		bangladeshisk;bengalisk	beg;beng;bengo
benji	$x_1$ överför/sänder/skickar/sänder ut/transmitterar $x_2$ till mottagare $x_3$ från sändare/ursprung $x_4$ via medel/medium $x_5$.	Även möjligen "delning"; förutsätter inte ett (fullständigt) fjärmande från ursprunget. Se även {muvdu}, {dunda}, {vecnu}, {mrilu}, {nirna}, {xruti}, {cradi}, {tivni}, {preja}, {bevri}, {mrilu}, {tcana}, {fukpi}, {cusku}, {be'i}.	gismu		överföra;överföring;sända;sända ut;sändningsmottagare;skicka;transmittera	bej;be'i;benj;benji
bersa	$x_1$ är son till moder/fader/förälder $x_2$ (inte nödvändigtvis biologisk).	Även sonlig. Se även {verba}, {nanla}, {nakni}, {nanmu}, {patfu}, {mamta}, {bruna}, {rirni}, {rorci}, {panzi}, {tixnu}.	gismu		son;sonlig	bes;be'a;bers;bersa
berti	$x_1$ är norr om/norrpå/på norra sidan av $x_2$ enligt referensram $x_3$.	Se även {snanu}, {stici}, {stuna}, {farna}, {be'a}, {mo'ibe'a}.	gismu		nordlig;norr;norrpå	ber;bert;berti
besna	$x_1$ är en hjärna av kropp $x_2$	Se även {menli}, {stedu}, {rango}, {pensi}.	gismu		cerebral;hjärna	ben;besn;besna
betfu	$x_1$ är mage/buk/abdomen/nedre del av bål av kropp $x_2$.	Magsäck/matsmältningsorgan(= {djaruntyrango}). Se även {cutne}, {livga}, {canti}, {gutra}, {balji}, {midju}.	gismu		abdomen;buk;mage	bef;be'u;betf;betfu
betri	$x_1$ är tragiskt/en katastrof/tragedi/tragik för $x_2$.	Se även {badri}, {xlali}, {morsi}, {binra}.	gismu		katastrof;tragedi;tragik;tragisk	bet;betr;betri
bidju	$x_1$ är ett korn/pärla/droppe (form) av material $x_2$.	Se även {bolci}, canre, lakse, dirgo.	gismu		korn;pärla	bidj;bidju
bifce	$x_1$ är en geting/bi/bålgeting/gaddförsedd flygande insekt av art/sort $x_2$.		gismu		bålgeting;bi;geting	bic;bifc;bifce
bikla	$x_1$ rycker (till)/piskar/snärtar (en plötslig häftig rörelse).	Se även {skori}, {darxi}.	gismu		ryck;rycka;snärt;snärta	bik;bikl;bikla
bilga	$x_1$ är förbunden/förpliktigad/obligerad/nödgad/har plikten/förpliktelsen/skyldigheten att göra/vara $x_2$ enligt standard/överenskommelse $x_3$. $x_1$ måste göra $x_2$.	Även x3 referensram. Se även {zifre}, {fuzme}, {flalu}, {javni}, {ei}.	gismu		förbunden;förpliktelse;förpliktigad;måste;nödgad;obligerad;skyldighet;tvungen	big;bilg;bilga
bilma	$x_1$ är sjuklig/sjuk med symtom/symptom $x_2$ från sjukdom $x_3$.	Se även {kanro}, {mikce}, {spita}, {senci}, {kafke}, {binra}, {cortu}, {xrani}.	gismu		sjuk;sjukdom;sjuklig;symptom;symtom	bi'a;bilm;bilma
bindo	$x_1$ reflekterar indonesisk kultur/nationalitet/språk i aspekt $x_2$	Se även {baxso}, {meljo}, {xazdo}.	gismu		indonesisk	bid;bind;bindo
binxo	$x_1$ blir (till)/förändras/förvandlas/omvandlas/transformeras till $x_2$ under villkor $x_3$	Resultativ, inte nödvändigtvis kausal, förändring. Se även {cenba} för icke-resultativ, {galfi} for kausal, {stika} för icke-resultativ och icke-kausal förändring; {zasni}, na {stodi}, {banro}, {farvi}, {lidne}, {pruce}, {jalge}, {zifre}, {nibli}.	gismu		bli;förändras;förvandlas;omvandlas;transformeras	bix;bi'o;binx;binxo
birka	$x_1$ är en arm av kropp $x_2$.	Även {bircidni} för armbåge.Se även {jimca}, {janco}, {xance}, {rebla}, {nalci}, {tuple}, {xarci}.	gismu		arm	bir;birk;birka
bisli	$x_1$ är en kvantitet av/är gjord av/innehåller is [fryst krisall] av sammansättning/material $x_2$.	Sammansättning inkluderat x2, vilket inte behöver vara en fullständig sammansättning. Se även {kunra}, {runme}, {lenku}, {krili}, {bratu}, {snime}, {carvi}. Glass= {bisyladru}.	gismu		is;isig	bis;bisl;bisli
ba'u	{ba'u} - diskursiv: överdrift\n{ba'ucu'i} - riktighet\n{ba'unai} - understatement.		cmavo	UI3	överdrift
bau	{bangu} modal, 1st place i språk ...		cmavo	BAI	i språk
be	sumti länk för att förbinda sumti (som standard x2) med ett selbri; används i beskrivningar.		cmavo	BE	sumti länk
be'e	vokative: anhåller om att få sända/tala.		cmavo	COI	anhålla om att sända
bei	separerar multipla länkade sumti inom ett selbri; används i beskrivningar.		cmavo	BEI	länkar ihop fler sumti
barselonas	Barcelona		cmevla		Barcelona
ba'u cu'i	{ba'u } - diskursiv: överdrift\n{ba'u cu'i} - riktighet\n{ba'u nai} - understatement.		cmavo-compound	UI3	riktighet
ba'u nai	{ba'u } - diskursiv: överdrift\n{ba'u cu'i} - riktighet\n{ba'u nai} - understatement.		cmavo-compound	UI3	understatement
bevri	$x_1$ bär/forslar/fraktar/transporterar/skjutsar $x_2$ till $x_3$ från $x_4$ via rutt $x_5$.	Förutsätter att x2 är fjärmad från x3. Se även {marce}, {muvdu}, {benji}, {klama}.	gismu		bära;befordra;bud;forsla;frakta;fraktare;kurir;skjutsa;transport;transportera	bev;bei;bevr;bevri
bilni	$x_1$ är militärisk/strikt kontrollerad/starkt organiserad/förberedd inom system $x_2$ för ändamål $x_3$.	Även paramilitärisk. Soldat i vid mening - inte begränsad till de som är tränade/organiserade som del av en armé för att försvara en stat. Se även {jenmi}, {sonci}, {ganzu}, {ciste}, {pulji}, {jamna}, {damba}.	gismu		disciplinerad;militärisk;organiserad	bil;biln;bilni
binra	$x_1$ försäkrar $x_2$ mot risk (framtida förlust/skada/ansvar) $x_3$ vilket ger fördelar $x_4$.	Se även {binryve'u} (sälja/köpa försäkring), {binrydi'a} (försäkringspremium), {bandu}, {cirko}, {betri}, {basti}, {bilma}.	gismu		försäkra	binr;binra
birje	$x_1$ är öl bryggd på $x_2$	Se även {pinxe}, {barja}, {jikru}, {vanju}, {xalka}, {fusra}.	gismu		öl	birj;birje
birti	$x_1$ är säker/förvissad/övertygad om att $x_2$ är sant.	Se även {jetnu}, {jinvi}, {krici}, {djuno}, {sruma}, {cilre}, {darlu}, {zgana}, {lifri}, {lacri}, {sitna}, na {smadi}, na {rivbi}, na {senpi}.	gismu		förvissad;övertygad;säker	bit;birt;birti
bitmu	$x_1$ är en vägg/mur/staket/stängsel/inhägnad som separerar $x_2$ från $x_3$, och underindelar $x_4$.	I vilken ordning x2 och x3 sätts i är oviktigt.Se även {jbini}, {sepli}, {fendi}, {canko}, {drudi}, {kumfa}, {loldi}, {senta}, {snuji}, {pagre}, {gacri}, {kuspe}, {marbi}, {vorme}.	gismu		dela av;hägna in;inhägna;inhägnad;vägg	bim;bi'u;bitm;bitmu
be'a	platstempus förhållande/riktning: norr om.		cmavo	FAhA1	norr om
be'o	valbar avslutare: avslutar länkad sumti i en specifik beskrivning.		cmavo	BEhO	avslutar länkad sumti
be'u	{be'u} - attityd modifierare: saknad/i behov av\n{be'ucu'i} - i sig själv/tillfredställelse\n{be'unai} - mättnad.		cmavo	UI5	i behov av;saknad
bi	siffra/nummer: 8 (siffra) [åtta].		cmavo	PA1	8;åtta	biv
bi'e	prefix till en mex operator för att indikera hög prioritet.		cmavo	BIhE	hög prioritetsindikator
beiDJIN	Beijing		cmevla		Beijing;Peking
bes	Son	vid tilltal	cmevla		son
be'u cu'i	{be'u } - attityd modifierare: saknad/i behov av\n{be'u cu'i} - i sig själv/tillfredställelse\n{be'u nai} - mättnad.		cmavo-compound	UI*5	tillfredställelse
be'u nai	{be'u } - attityd modifierare: saknad/i behov av\n{be'u cu'i} - i sig själv/tillfredställelse\n{be'u nai} - mättnad.		cmavo-compound	UI*5	mättnad
bidgug	Indonesien		cmevla		Indonesien
bi mei	kvantifierings selbri: konverterar 8 till kardinal selbri; $x_1$ är ett set med oktett av medlemmar $x_2$.		cmavo-compound	MOI*	oktett
bi moi	kvantifierad selbri: konverterar 8 till ordinal selbri; $x_1$ är åttonde bland $x_2$ i ordningsföljd enligt regel $x_3$.		cmavo-compound	MOI*	åttonde
bi no	nummer/kvantitet: 80 [åttio].		cmavo-compound	PA*	80;åttio
bi no no	nummer/kvantitet: 800 [åttahundra].		cmavo-compound	PA*	800;åttahundra
bi'u	{bi'u} - diskursiv: nyligen introducerad information\n{bi'unai} - tidigare introducerad information.		cmavo	UI3a	ny information
bi'u nai	{bi'u } - diskursiv: nyligen introducerad information\n{bi'u nai} - tidigare introducerad information.		cmavo-compound	UI*3	gammal information
blabi	$x_1$ är vit/ljusfärgad.	Färgblandningar med vit såsom {labyxu'e} som betyder rosa, är blekare former av andra färger. Se även {skari}, {xekri}, {grusi}, {kandi}, {manku}, {carmi}, {blanu}, {bunre}, {cicna}, {crino}, {narju}, {nukni}, {pelxu}, {xunre}, {zirpu}.	gismu		vit;vitt	lab;blab;blabi
blaci	$x_1$ är glas av sammansättning/material/sort $x_2$.	Se även {kabri}	gismu		glas	blac;blaci
blanu	$x_1$ är (färgad) blå.	Se även {skari}, {blabi}, {xekri}, {zirpu}, {kandi}, {carmi}, {cicna}.	gismu		blå;blått	bla;blan;blanu
bliku	$x_1$ är ett block [tredimensionell form] av material $x_2$ med (framförallt plana) ytor/sidor $x_3$.	$x_3$ sidor/ytor bör inkludera antal, storlek and form.	gismu		block;mångsiding	bli;blik;bliku
bloti	$x_1$ är en båt/fartyg/skepp/vattenburet fordon som transporterar $x_2$, som drivs med $x_3$.		gismu		båt	lot;blo;lo'i;blot;bloti
bolci	$x_1$ är en boll/sfär/glob/kula/klot av material $x_2$.		gismu		boll;glob;klot;klotformig;kula;rund;sfär;sfärisk	bol;boi;bolc;bolci
bongu	$x_1$ är ben (skelett) som utför (abstrakt) funktion $x_2$ i organism $x_3$.		gismu		ben;benknota;knota;skelettdel	bog;bo'u;bong;bongu
botpi	$x_1$ är en flaska/butelj/urna/stängbart kärl för $x_2$, gjord av material $x_3$, med lock/försegling $x_4$.	kork (=korka xelbotpi).	gismu		butelj;flaska;kapsyl;paket;urna	bot;bo'i;botp;botpi
boxfo	$x_1$ är ett lakan/täcke/filt/skynke/pläd/folie/hölje av material $x_2$; $x_1$ är ett brett och flexibelt tunt stycke av $x_2$.		gismu		filt;folie;lakan;skynke	bof;bo'o;boxf;boxfo
boxna	$x_1$ är en våg/periodiskt mönster i medium $x_2$, med vågform $x_3$,våglängd $x_4$ och frekvens $x_5$.		gismu		ondulera;våg	bon;bo'a;boxn;boxna
bradi	$x_1$ är en fiende/motståndare/motspelare/motpart/antagonist till $x_2$ i strid/kamp $x_3$.		gismu		fiende;motpart;motståndare;strid	brad;bradi
bratu	$x_1$ är hagel/snöblandat regn/underkylt regn/fast nederbörd av material/sammansättning inkluderat $x_2$.	Detta är substansen, inte själva processen av nederbörd som faller, vilket är {carvi}.	gismu		hagel;nederbörd i fast form;snöblandat regn	brat;bratu
brazo	$x_1$ är brasiliansk kultur/nationalitet/språk i aspekt $x_2$.		gismu		brasiliansk	raz;braz;brazo
bredi	$x_1$ är redo/beredd/förberedd inför $x_2$ (händelse).		gismu		beredd;förberedd;parat;redo	red;bre;bred;bredi
bridi	$x_1$ (du'u) är ett predikatförhållande med relation $x_2$ mellan argument $x_3$ (uppsättning i ordning).	Även: $x_3$ är relaterade genom relation $x_2$ ($x_3$ är en fullständigt ordnad uppsättning).	gismu		predikat	bri;brid;bridi
brife	$x_1$ är en bris/vind/kuling/blåst från riktning $x_2$ med hastighet $x_3$.		gismu		blåst;vind	bif;bi'e;brif;brife
briju	$x_1$ är ett kontor/byrå/tjänsterum/expedition/arbetsplats med arbetare $x_2$ på plats $x_3$.		gismu		arbetsplats;arbetsrum;byrå;expedition;kontor;tjänsterum	bij;brij;briju
brito	$x_1$ reflekterar brittisk kultur/nationalitet/språk med aspekt $x_2$.		gismu		britt;brittisk	rit;brit;brito
bruna	$x_1$ är bror/broderlig till $x_2$ genom band/standard/förälder $x_3$.	$x_3$ är inte nödvändigtvis biologisk.	gismu		broder;broderlig;bror;brorsa	bun;bu'a;brun;bruna
