@rowCount	2000
w	d	t	v	r
balre	ba'e blade                                     x1 is a blade of tool/weapon x2                                                                  a    3    (cf. dakfu, tunta, tutci, guska, kinli, katna)	jbo	JMNQKMQMPMVHNNPOONKPRPQQPPONPKQSNOOPPPMNOPPMSKMNQMKMMMVKNQQSRRSOQLOJHSLLOQMORPOPLMNQMSONOPPPQQRLOQMPJONRJPNNMMPMLLMOLMRPQMNQMINOPQNOOKLNLPLRLPPOOLONSRLMMQSLPPONPOJPPNKQMQNNNMOQPOMQSRPOOQNQQMMQLQPPQPKPTPOKKMLRJPSONPPNNOMOOMPOOROQMPONONPOQKSMNMMNOQOKNQQQMPMJNRMPMMPPOQNSLQQTRNTRPLNQQMNURMTRMPNSONNQLOMPHPQPPPMRTPQVSMPNPROOMOLNNPMLOMQPKPPNOPOMOMQJIOIPRQMOPONQLOOQQLQPPSPKMLQRNNNSNMOOSLOO
balvi	bav          future               'later'              x1 is in the future of/later than/after x2 in time sequence; x1 is latter; x2 is former          4a  56    [also sequel, succeed, successor, follow, come(s) after; time ordering only (use lidne otherwise); aorist in that x1 may overlap in time with x2 as long as it extends afterwards; non-aorist future (= cfabalvi); (default x2 is the space time reference, whereupon:) x1 will occur]; (cf. lidne, cabna, purci, farna)	jbo	LMPMMOLOSMRMNNNOLMPNQNOQOPNOROQTKOLPOQPLONPQPOPNKPJOMMTQNOMMNPMNSOORNRNNNNPRUQOLNNNOJMPNQPSLPQPNPOTOMONQNLNLNKRMPMNTNQSLKPOOMJPOMLLOOQNNKNLKNNNMQMPNPQLMTPRLNPOQKNPSMOOLOQMOOGPPSOPONLQMPQNTQNMMNQOLTOOOQORNQNROLNNQPPSOLPMOURNOSNONOLOMOONOSMPPTJKORNMNPOURKMLIPPOMPLMOPQNOOTORRPQPQPOQMPRPRKXKRNKOONTQGOMOPPRLKSQRLRUNRONROONOMLNRONNPPMQSQLQPNHLKLOQMKQOORNPQPNONPQRRQLMSQLPKLNPPNPNPMNNOQOON
bancu	bac          beyond                                    x1 exceeds/is beyond limit/boundary x2 from x3 in property/amount x4 (ka/ni)                     7j   7    [on the other side of a bound, but not necessarily directly 'across' nor at the shortest plausible distance (per ragve); also not limited to position in space]; (cf. dukse, ragve, zmadu, kuspe)	jbo	MNMLKNPQNMOKPOONQQLQSOPQPRQOULNPPOSNMPONPRRRNQMOPLMQLSQHKLPQPPRNRMJPJTNOMRSQPPNJLMONLPNOSOUOOLQLNPQOORQQOMONQNRLPMKLQORMNMMRLNQOLMOQLOLLLRNPSKSPPLNPQMLOMPOMOPLQMPPTMNMPJJPPRKQSNSOPMPUPPNMUPNNQQOLMRNMNQROLQNQMKNQNKONMHLMNPOLOROQNLLSPLNOPROOPPLLNQOPRNPQNLPLJMNLHPPMMOSNQQRQRPNQOQQMSMQSOPOVNRPMQNMMMNNMPPMQOLSOSRSNNTNORQMNOLMKMPQNOORQRKRMMPJLMMNPPNMLRRLPOSPQPMRNTLNSPRQMQNMOQNOPMNNLSPNMR
bandu	bad          defend                                    x1 (event) defends/protects x2 (object/state) from threat/peril/potential x3 (event)             8g   9    [also secures (verb); x1 wards/resists x3; protective cover/shield (= badgai)]; (cf. ckape, fanta, fapro, marbi, rivbi, zunti, snura, binra, lunbe, pulji)	jbo	MQNOQQRROOTJRQMNQPKRRONNMQLOSLMNOPNQMOMNNNMNOPSQONPNPPTMKOORPPPPQLLROVOONOPRNLRJOMNRPSQMQQPOSRPLOJKRMONQNILLKQPLKLLQNOOPPONQPLLOONJPMKONNSMOPPTPONNNOTOMOQQPPPNLOQRQKLMMLNNMUILMOLPOQQMNNRLSPONNNNLMOLMPROQMNRPMLOORKLOMLQPKQOLOLOQPLOMNOQOQOOSNNNLMQQPQOQTNQPMMLUPKTLMHQSQSNQQQRLOLNQNPPNPTPMORNNISOOSSKKMMMMQPOPMRSMRTQOORPROOONQJMNKKPNPQNINONQLMNNMNONMLPMPQPNPVPNSSONQQOQPKPKPQMPLQOKQRQORS
banfi	amphibian                                 x1 is an amphibian of species/breed x2                                                           ai   4    (cf. danlu, respa)	jbo	NMQNLLNNNORGORMQOOLORROLRMKPPKOQQMPSONSQSPQLPNKNRNLKQSVOJPOOQQRLMOMLQOOQQNONQNSNLNNMPRQLKMONRMROOOMQOQNPLJNRHKPKRPPSOPMNMKNNPLLORQJORLMPHMLRMNLNNNOOQPQNNMOMQOMONRKMQMKQPTNNQOOOSSLPSNLLNPLOORONQNLORQRLONRLMMMOOQMQLPTQOQQSOLROQRMPOQPOQOQRRMPMNLPNORLPQSRRPMNQKPPNNNNNQQNRQMTTQLPJOJNRPSPQNKOOLLROROQPOKLQHRROPRRNSNQVOOPOMQNORLLOPNPMOPQOOQTOPUMOKMMLLMOLMNORPLRQOPQMQONPPNRLOMPNQMKRKOOPQQON
bangu	ban     bau  language                                  x1 is a/the language/dialect used by x2 to express/communicate x3 (si'o/du'u, not quote)         1b 162    [also tongue]; (cf. tance, cusku, ve tavla, valsi, gerna, jufra, natmi, slaka)	jbo	MNNJLNSMNKSMOPPOOPOLXUMPRPNOTOMSSNMOPKOLMPNMPOOPOPLQNRSIMSPPMQRSPLKMISJMPRMPQOQMMNOPKPONQPOOSQQLOMPRMRPOLNOLNPNMPLLPSNPPLIMPNLNOPRIOOMOOIPQOPSPORNPMSUQOKQPKPPPMLONOPLNQNPNOOLOLPMNPMQSKOQMROLORONKOQLMOQQNMPNQOLLOOLPOPONNPPMMONRLOLMRPPOPLUOPMUNJPNQLOLQQRMNLPMQPLPQMNTSLQOPPONOQMQOONPNOQSLROQPPSRMSONOMOJMNNQPOQVRLRRMNPLPQOKJLONOLLPLPQMKQRQPONMNPOJNNRTKMQPNQRNNQSSNPOPRNNNJQRORNQKONSTRQM
banli	bal     ba'i great                'grand'              x1 is great/grand in property x2 (ka) by standard x3                                             7j  96    [indicates a subjective greatness, as compared to the objective standard implied for barda; (synonyms, possibly requiring tanru:) extraordinary, illustrious, magnificent, impressive, awesome, grandiose, august, inspiring, special, majestic, distinguished, eminent, splendor, stately, imposing (all generally zabna); terrible (mabla)]; (cf. barda, nobli, se sinma, pluja, misno, vajni, fasnu, cizra, traji, mutce, se manci)	jbo	QQOMJOSSJNPNQNMQTMNOSQOPMQMPROKTSQMPPQQLPPQOQPQMOPNQLQQOLJQPMSQPSMNOIRPNMPMQPNNONNNNLMQJQNSONPNMPKPTPPNNKLONOKMMPMMSNQNMPPQQJNNOOQNQLLJMNRPQPQRTNJPNNUSINRSOLQPLPPOMJLOPLPMPSQOOROOMLUOPOROORNLOOPPSNMPNOLQNSQOOKRRNMNPMNPMSPLNOQOPSOKLMNPPPPNSOPMJNPSMLLPKONNMLLQNLSMKSLTQOOPMMPOPOMNONSNLQQLPOPPNMKOLLGOMTQRPLPQPNQOLQSOOPOMQOJNLOMMMQPNOSKMOKLNNMOPPLKLPMNNPTOIQQNNRQQQNOUOROPNQQPNONLPONVLMM
banro	ba'o grow                                      x1 grows/expands [an increasing development] to size/into form x2 from x3                        8f  26    [also rising, developing; x1 gets bigger/enlarges/increases]; (cf. farvi, zenba, jmina, barda, makcu, ferti)	jbo	MMMPOLOPMNULLPMRJQLOUONRRPLQTJPWTLROPOOORNQOPMORNLLMJRSMJOQQMSTOSOMLKQNPOROPPPRNJOKPIQPNPQQQJPPKPHPNNRTRNNLOORQMPPNQOMOORPLPIMMOKOMTNNMMJPKSPNQLRRMPPTMNQORMKNRLKNOMPNNPOOPPQOPOQNOQPNSPMOMQOMLSMNMOQQONSPOMMNNOPMQNKMNRMQOMSMMOOOOLMPNRNLNRPIOMPQMOMRNOPQQRLPKKMROKPKONNQPPRQSQQQQNMMMQPQNPOITKLQMPNPQPNNLPNOPMMRSSPNQQQRLPMMROLMLOQNPQQOLSRPRNOOMJNPRPKIKQPNTQSQPNMRPPNNQNQNOONLSPLMOOLPOROOSN
banxa	bax          bank                                      x1 is a bank owned by/in banking system x2 for banking function(s) x3 (event)                    ap   0    (cf. sorcu, zarci, canja, kagni)	jbo	OLLNLLTNOKSMQOOOOLPSSMMQQNPNPMOSRJRNSOOLONONOOQQOSOOPNTOKQONOSURSPKLKOMKMOPRROQMMLNPNQPOOPQQSLRJNPROMRTTMNMOOMNLQKMRNOPNPOJQMOMOKPKPOMNNISOPQNPPPMRQRRNORQPNPOPJLMLPQMMNKOOONNMQSOKPLPQNNQKPRNIOMPPNPNLORRPMNOOQKNQROPPOKNOPQQMOMMQNJOQLPNOQOOQOPLJNOTOOJRSOONINNPMJOOMNPTMPPSQPROMOPPORSPPPPOUROOMPQKQPKPNUHNQMQRNRTORQSKMOORLOJKMMPONLPLMPKNOONONMNONNLKORULKRQMPPRSPQOJOMRQNOQLOQNOOPLMROQNQL
banzu	baz          suffice                                   x1 (object) suffices/is enough/sufficient for purpose x2 under conditions x3                     3m  89    (cf. dukse, claxu, nitcu, ricfu, curmi)	jbo	LNMNNORQJLPKQSRQRPJPTMOPOQPNWNRQPMRPOKLPPSPMQNRPPMPRMPSLILMNNRROTOKNKYNNMQPRVLONKLMOPONONOSRNPQMNNPPLQTRMNOOKPRKPNOPPNRLOOPOMLMOJOMPKPMOLSLTOMPOQOOPQPJMNPTMMOQONPNPMPMMNPONPJQQSOOQOORNOQOPMLLPPOLLPNMNNPSKPMPNLORPLOOPLPNOOLMOPQPQNOQHPNNMSLORLJKMOUOOLROPOOKLLQMKPQLNOTMTPRSMQPNMPPNRMNSQQNULNLMRRNQSNMKVNNRNMTOSOPQPQNORRQOOJLJMNNNLROQPLONOMLLLONORNNLPTPOPQOPPOQNPQNPPQONKLMOPKOMNMPMNOQOM
bapli	bap     bai  force                'compel'             x1 [force] (ka) forces/compels event x2 to occur; x1 determines property x2 to manifest          as  20    [also constrains; requires success, unlike the physics term (better expressed by danre)]; (cf. fanta, rinju, jimte, jitro, rinka, krinu, zukte, randa, danre, cmavo list bai, marxa, tinsa, xarnu)	jbo	MLPRKPQORPRJMQNMPNKPRMOQMOMNUNNSMOPPNNLNOPQPUQOQNMJNNRVLPORLPQOQUNLNOUOMMQRNMSQOLJMOLNPNRPPPONNNMLOOLSMRMLOJPQQLQLMPLOQLOJMONKLOQLJQPKMOKPNPPNNPNNONSSMKORMPOPPPMQKOOMLOOMMORMPMRQQOPRSPONKSOLNQQRMPRQLNNOPLQLNSKMQQKOQNLMMNTONOLPLTOMOITOOKOQPPNOJOQQOOPSSNKRMNKOLLNSLKRVRQPQQRPRQOOQMRPPOROMTQRRMRQMQQNRLSONPOPUPONOMPSPNPSMOOLNKMONNLNKOROPPMMNJKONQOKOKPSNNPPPNSMNNSONPOMQLNPQQTLOORLNMORPRO
barda	bra      big                  'large'              x1 is big/large in property/dimension(s) x2 (ka) as compared with standard/norm x3               1e 318    (cf. banli, clani, ganra, condi, plana, cmalu, rotsu, banro, xanto)	jbo	QMNONKMSLOQMONMNOLKSSNORRQNNTLMTUNRPONNNROTOQOOPMNNONRTLKPPQNSROQONMKRPOMTPOOPPPJONMNSQLPNQPNONKQMQQPTQRNNQOPPOMMNPMQQSLOJMNOQLOORKRMPNOMTLSOOSQQPKLTTQONNTKLOOLQPNNOKNMMOOKMNRLQKPOPOSNQQOQKMQQMPKNSOQOOPQKOONQLORNKJPMNPNQTLLONOOOMNLQNLROPKTNRKLNPONPKQMOMNJMLTNINNLONQNONMTPTNRMROOPPQOPPKSQMOOMMONMMPHNOQTOPTQRRQQSOPMROMQOLMJMOMLQOROPMKRJLMKMNNPLLMKQROQQROSQPRPOPLPOOOOONOQQMOONKNOOSLNQ
bargu	bag          arch                                      x1 arches/curves over/around x2 and is made of x3; x1 is an arch over/around x2 of material x3   9b   9    [also arc; x2 need not be an object, but may be a point or volume]; (cf. cripu, kruvi, korcu, condi)	jbo	NNMMPHSRNLOKOQNOKMOQTONPQUNKSMLPPOQQNOMOLRROOQOPOTNKLQTSJNQMRRQRPOLKLRMQONQSRMOMKPNPNQPLOLPQOOOOQONRNRTPLNMOLSPKQMRQOOPQOJOOMMLOLOLSOKNOLRLRQORNROOQMRPMOPPMPOQNOQMQPNJPQMQMPLTPNMLTNMQMMPMOPQMRMNMMSPMOOSPMOPPNJMRMKORPMQINOMMONMNONSLLMMORRMSOOJIOQQMOITRLNPIMOQMKPKPLRQPNLKSSOLMLQMQUMPSRNPQNQMMNJRPQOOQMQPSMQPRTSOQRPORSOOUOMOLLLOQOLLPOMONPJQLLMKTNLMMLQPMPPNRPROMQPMPOPRNQLOOPPONMNOMRPOON
barja	bar                                       x1 is a tavern/bar/pub serving x2 to audience/patrons x3                                         ap   0    (cf. gusta, birje, jikru, sanmi, vanju, xotli, ckafi, se pinxe)	jbo	OJPKJMTNRNRLQOQMPKQRQMNOQOLPSNQRSONQSLMQOPLMPMLNOSOMOOUMJRQQMQRSRMLPLQMNPNONOLQNLMNOMROMMRJQROTLRMNRLVTNMLLQMOMLPKMQQMROPOMSLMOOLNLQRMMMJPQPPOSOQQOOPOPONTQOQONLNNNNQMLOLNNMMNMNOPKSPQOKLRLMPRNONPMKSNNMRSRNJOPPMNQRMNTMIQMPQNMONPNMMPMKPPOPPOPRROHOQNNQNRUNLLJOONONPOKMTQPSNQPNONONPLPQPPMQPMQSQLMPKMRPNNMPLNPMQQQPSNSUMOSQLPROKLLNMPMLPONNMORNMTLNKPPKMLNPSLMTOKOPORNSNINOPTPROKOSQKNRMQRNRQMO
barna	ba'a mark                                      x1(s) is a/are mark(s)/spot(s) on x2 of material x3                                              a    0    [ba'armo'a for a pattern of marks]; (cf. sinxa, pixra, se ciska, se prina)	jbo	LPNOKNTONLSKRQPOLNPRSOOPPRPMTMNRPNRNPMQQSNOMRPQPNNMMKORLLNPOOPSQUOMKKRJNQSPRROOMIIOQPRMNOQPROMQNOQOPNPOQIOLMNNOJNLJNOMTNPMMPLMKOLPNNKNJMIPNRPQSRSKMNPSLPLUPLNOPNPNNQOPMRPNRNPNPPSPMPPOOPLPKPPPNOKPMPQQNPTRQLLNNPKOQLMNQNKOQPOOMOOQOMKLRNOQPNQKMONMLMNSPQMQUPLOJLONNKOMNMQQORPRPSPPMMQMNTLPOTPOTNSPNMNNQSLMNPMPMMOPNTRRNRPNPRPQMOJNLIMRNKRMPMKNPNMQLLLLOPJNNOOPNMSOROSOPTQLOPRONONMROJONNOOOQSORP
bartu	bar          out                                       x1 is on the outside of x2; x1 is exterior to x2                                                 1e  82    (cf. jibni, nenri, sruri, lamji, korbi, calku, vasru)	jbo	MPONOLPROKTLPNOQLLNPROKKRQLOTNQPNMQPQONNQPOMRONOOOOOMQUPLQQRPQROSMNOLROPMNQNPORLLMNOOROLPRMOQQQJSPPQNQONLNPOLNPKRKMPSQQNMOMSMKNOMNLQNNLLKTOONPRNRNPOQRONMSRMMOQKLPNPPOMOMOONOMPOSNJSOOOLNTOONQLPLRKIONKNTRSMJLPOJPOPNLQNNRMMQLNOLRQJMPONOOPQOOOQNOLLQOORMTUQOMIPMTLKPMLNOTPUMQQQNNNOOOOQNSPSQMQOQNOQNLRONKMPMNQMOORRSOQSPLQTORQOLKLKMNNNNMQPMLRNKSMKNNPMJJJQRMOURMQPQQOPNKNPRRROMLPQOMKOIPOPNPNO
basna	emphasize            'accent'             x1 emphasizes/accentuates/gives emphasis/stress/accent to x2 by (action) x3                      1h  16    [also: say forcefully] (cf. pandi)	jbo	QLOMNNUMPKRLPQRPOONNSPONSQNNQOOQQMMQMMOLMOQMQPOQPPKOOJRQLRPMKNQQROQMJUNLONNPNOPNPKLQOPPKOSSMMSPKOOMPMQPOILMLKQOJPMPQQLSPQKIQNKPOPSLSMLMNHPNMQNMQRPMNQWLOKNRKPOOLOQNSQMOQNROOQNNRQROQQRPNOQOOOLRLOPJPPRONQRQKOIRMONNRNPOOORONPMMOQQLSMQRPQLQNPNPNNQMPOLNRNQOOOPKPKSMRMQKONQRRQOQNKOSNNONQPLMOONPLOKNNRMPPMPLNPNPOQRSQLVOTNQOUPMMOJNONLOPLQKOONIORMSJNLQNMLOLSQOONPKKPQOQRNLLPQPNLLMRRMSOQKQPPQRMO
basti	bas          replace              'substitute'         x1 replaces/substitutes for/instead of x2 in circumstance x3; x1 is a replacement/substitute     3m  35    [also: x1 trades places with x2]; (cf. cmavo list ba'i, binra)	jbo	POPMMPRNNPRIPOSROQNNROKORSLMPKLTRMPPKLPNQNMMPPOPQROPLSRLOPRLPRRORJLMKTKLKOOPTLRPKNPPPNMMQMNOPPQMOTRQNSNOGLOQLOOOOLNRQMOPPONPILMOKNMQNPOOMOKQQMMPRLQMMRKPNRQLTOPNONPOONNOLQRPROOQRMNSPPPPNPKRPPORPPNNMOKORUOHPPPJNOQPOOOLNPSOKNOOPQPPKMSLRPMMPLMQMMENQTPOLRRPPOKLLSPMONMMNPORRQONSLNLLOPRLORQPOXLPMLPPMROJLKOLRONPQSROSSTNMNSQPOOLPLONPMMQOOPOLNONNMMKPOPOKMPRMQQSNONQNQRNKMQPOPNMKRQNNQMMQQQPKOL
batci	bat          bite                                      x1 bites/pinches x2 on/at specific locus x3 with x4                                              5c  83    [bite through (= ka'arbatci, batygre); pinch (= cinzybatci)]; (cf. denci, jgalu, guska, citka)	jbo	KPMNLMSSLNTGLTPNLNNNRNMNPQPORJMSNMUNKNSNUSPQNQNUOPMLOOSKLPRQQNOPOJNMMSOOOMOPRNNPJMQNNPONRPPRMPOPQKNRNPOQNONLMQNMRNNLQPRNPMMONMLOMNJOKMLNKOKNQQOQRMNSRQLNNUOKTPQONPPRQNLNPPOOOKMPQOKPUPPOOQMOPPNMQOKLROLMTNNMOSOONOSMOLQNOQNOPNOOMRNPLPMLKNKPNQRRNPLNMPMOQSSKLMIOLOOMONNMQRPSNQTTMRONNMPORMPONKPNPMOPMOMSQKNQLPQPNRORTQNQPMNRTPROQMHLPSJMPQRNRQQOPPMNKNOOMKLNMNPTPNOQSQOROPMONORMNLJSNOPNLNOSONMO
batke	button                                    x1 is a button/knob/[handle] on/for item x2, with purpose x3, made of material x4                a    2    (cf. jadni, balji, punji, jgari, lasna)	jbo	LLKONNVOMORNOOPPLKMQURQMNPMMSNPRONLPQNOOONOMORMONRQLPMRPLPPSSQQRQONKLONMNOPJRNMNKOORLRPMNPNRQOQMRPMQNONPOJKKIONLMLNMQQRMSJKNNMNONPKPNQQPJRRPLPPNRNMKRTORLTSNONNPNOMPNKMMLNOMMOOMRMLPTOQKNSLOOLPSNTQLSMMNQORMMMPPKNMQOMPNPQLONLOONROQMPLNOOQOOLOSOLJLQPKQJPSOOOKNQSPKPOLNNPUTMOORPOONNKMQKNRRSKSSONPOPRTQQJQMKMNNSORQQMQVNNPRNSPOMOOILQNPONPRNOPOKRMPPNPMNMKUROQPSQOPNOONPIKSMQMMLNOQPONRMRQPPOOP
