@rowCount	2000
w	d	t	g	r	n	s	v
batke	$x_1$ ist ein Knopf/Griff auf/für Gegenstand $x_2$, mit Zweck $x_3$, aus Material $x_4$	gismu	Knopf	batk,batke
bavmi	$x_1$ ist eine gewisse Menge Gerste [Getreide] von Art/Sorte $x_2$	gismu	Gerste	bavm,bavmi
baxso	$x_1$ repräsentiert die gemeinsame malaiisch-indonesische Sprache/Kultur in Aspekt $x_2$	gismu	malaiisch-indonesisch	baxs,baxso
bebna	$x_1$ ist dumm/töricht/dämlich/albern/blöd in Ereignis/Aktion/Eigenschaft [Dummheit/Torheit] (ka) $x_2$; $x_1$ ist ein Dummkopf/Idiot/Tor	gismu	dumm	beb,bebn,bebna
bemro	$x_1$ repräsentiert nordamerikanische Kultur/Nationalität/Geographie in Aspekt $x_2$	gismu	nordamerikanisch	bem,be'o,bemr,bemro
bende	$x_1$ ist eine Mannschaft/ein Team/eine Gruppe/Gang/Bande von Personen $x_2$ (an)geführt/geleitet von $x_3$ organisiert für Zweck $x_4$	gismu	Mannschaft	bed,be'e,bend,bende
bengo	$x_1$ repräsentiert bengalische/Bangladeshi Kultur/Nationalität/Sprache in Aspekt $x_2$	gismu	bengalisch	beg,beng,bengo
benji	$x_1$ überträgt/versendet/übermittelt/schickt $x_2$ an Empfänger/Ziel $x_3$ von Absender/Quelle/Ursprung $x_4$ über Mittel/Medium $x_5$	gismu	versenden	bej,be'i,benj,benji
bersa	$x_1$ ist Sohn der Mutter/des Vaters/der Eltern $x_2$ [nicht notwendigerweise biologisch]	gismu	Sohn	bes,be'a,bers,bersa	Siehe auch {verba}, {nanla}, {nakni}, {nanmu}, {patfu}, {mamta}, {bruna}, {rirni}, {rorci}, {panzi}, {tixnu}.
berti	$x_1$ ist im Norden/auf der nördlichen Seite/liegt nördlich von $x_2$ gemäß Bezugssystem $x_3$	gismu	Norden	ber,bert,berti
besna	$x_1$ ist ein/das Gehirn von $x_2$	gismu	Gehirn	ben,besn,besna	See also {menli}, {stedu}, {rango}, {pensi}.
betfu	$x_1$ ist ein/der Bauch/Unterkörper [Körperteil] von $x_2$; [im übertragenen Sinne: Mittelteil]	gismu	Bauch	bef,be'u,betf,betfu
betri	$x_1$ ist eine Tragödie/Katastrophe/ein schlimmes Ereignis für $x_2$	gismu	Tragödie	bet,betr,betri
bevri	$x_1$ trägt/schleppt/transportiert Fracht $x_2$ nach $x_3$ von $x_4$ über Route $x_5$; $x_1$ ist ein Träger	gismu	tragen	bev,bei,bevr,bevri
bidju	$x_1$ ist eine (Glas-/Holz-/usw)perle/ein Kügelchen [Form] aus Material $x_2$ (z.B. Glasperle = blaci bidju)	gismu	Perle	bidj,bidju
bifce	$x_1$ ist eine Biene/Wespe/Hornisse der Art/Gattung $x_2$	gismu	Biene	bic,bifc,bifce	Siehe auch {cinki}, {sfani}, {lakse}.
bikla	$x_1$ peitscht/schnappt [plötzliche starke Bewegung]	gismu	peitschen	bik,bikl,bikla
bilga	$x_1$ ist verpflichtet/hat die Pflicht, $x_2$ zu tun/zu sein gemäß Standard/Abmachung $x_3$; $x_1$ muss $x_2$ tun	gismu	verpflichtet	big,bilg,bilga
bilma	$x_1$ ist krank/erkrankt mit Symptomen $x_2$ an/mit Krankheit $x_3$	gismu	krank	bi'a,bilm,bilma
bilni	$x_1$ ist militärisch/reglementiert/streng organisiert durch System $x_2$ für Zweck $x_3$	gismu	militärisch	bil,biln,bilni
bindo	$x_1$ repräsentiert indonesische Kultur/Nationalität/Sprache in Aspekt $x_2$	gismu	indonesisch	bid,bind,bindo
binra	$x_1$ versichert/entschädigt/hält schadlos $x_2$ vor/gegen Gefahr $x_3$ (Ereignis) und bietet Nutzen/Vorteil $x_4$	gismu	versichern	binr,binra
binxo	$x_1$ wird zu/verwandelt sich in $x_2$ unter Bedingungen $x_3$	gismu	werden	bix,bi'o,binx,binxo
birje	$x_{1}$ besteht aus/enthält/ist eine Menge Bier/ein Gebräu gebräut aus $x_{2}$.	gismu	Bier	birj,birje	Siehe auch {pinxe}, {barja}, {jikru}, {vanju}, {xalka}, {fusra}.
birka	$x_1$ ist ein/der Arm [Körperteil] von $x_2$; [im übertragenen Sinne: Zweig mit Kraft]	gismu	Arm	bir,birk,birka
birti	$x_1$ ist sich sicher/gewiss/überzeugt, dass $x_2$ wahr ist	gismu	gewiss	bit,birt,birti
bisli	$x_1$ ist eine gewisse Menge/besteht aus/enthält Eis [gefrorenes Wasser/Kristall] von Zusammensetzung/aus Material $x_2$	gismu	Eis	bis,bisl,bisli
bitmu	$x_1$ ist eine Wand/Mauer/ein Zaun und trennt $x_2$ und $x_3$ (ungeordnet) in/von Struktur/Gebäude $x_4$	gismu	Wand	bim,bi'u,bitm,bitmu
blabi	$x_1$ ist weiß/hat eine sehr helle Farbe [Farbadjektiv].	gismu	weiß	lab,blab,blabi	Helle/bleiche Formen anderer Farben sind eine Zusammensetzung mit Weiß; z.B. Pink (= {labyxu'e}, {xunblabi}) ({kandi} wird benutzt für blass = Intensitätslos). Siehe auch {skari}, {xekri}, {grusi}, {kandi}, {manku}, {carmi}, {bakri}, {blanu}, {bunre}, {cicna}, {crino}, {narju}, {nukni}, {pelxu}, {xunre}, {zirpu}.
blaci	$x_1$ ist eine gewisse Menge/besteht aus/enthält Glas von Zusammensetzung unter anderem $x_2$	gismu	Glas	blac,blaci
blanu	$x_1$ ist blau [Farbadjektiv].	gismu	blau	bla,blan,blanu	Siehe auch {skari}, {blabi}, {xekri}, {zirpu}, {kandi}, {carmi}, {cicna}.
bliku	$x_1$ ist ein Block/Klotz [dreidimensionaler Gegenstand] aus Material $x_2$ mit Oberflächen/Seiten $x_3$	gismu	Block	bli,blik,bliku
bloti	$x_1$ ist ein Boot/Schiff [Fahrzeug] für den Transport von $x_2$, angetrieben durch $x_3$	gismu	Boot	lot,blo,lo'i,blot,bloti
bolci	$x_1$ ist ein Ball/Globus/eine Kugel [Form] aus Material $x_2$; $x_1$ ist kugelförmig [und besteht aus $x_2$]	gismu	Ball	bol,boi,bolc,bolci
bongu	$x_1$ ist Knochen/Elfenbein [Körperteil] und verrichtet Funktion $x_2$ im Körper von $x_3$; [im übertragenen Sinne: Kalzium]	gismu	Knochen	bog,bo'u,bong,bongu
botpi	$x_{1}$ ist eine Flasche/eine Buddel/ein Tiegel/eine Urne/ein verschließbarer Behälter für $x_{2}$ aus dem Material $x_{3}$ mit dem Deckel $x_{4}$.	gismu	Flasche	bot,bo'i,botp,botpi	Siehe auch {baktu}, {lante}, {patxu}, {tansi}, {tanxe}, {vasru}, {gacri}.
boxfo	$x_1$ ist ein Blatt/eine Folie/Decke [zweidimensionale Form, die in drei Dimensionen flexibel ist] aus Material $x_2$	gismu	Folie	bof,bo'o,boxf,boxfo
boxna	$x_1$ ist eine Welle [wiederkehrendes Muster] in Medium $x_2$ mit Wellenform $x_3$, Wellenlänge $x_4$ und Frequenz $x_5$	gismu	Welle	bon,bo'a,boxn,boxna
bradi	$x_1$ ist Gegner/Kontrahent/Widersacher von $x_2$ im Kampf/in der Auseinandersetung $x_3$	gismu	Gegner	brad,bradi
bratu	$x_1$ ist Hagel/Schneeregen/Graupel/fester Niederschlag aus Material/mit Zusammensetzung unter anderem $x_2$	gismu	Hagel	brat,bratu
brazo	$x_1$ repräsentiert brasilianische Kultur/Nationalität/Sprache in Aspekt $x_2$	gismu	brasilianisch	raz,braz,brazo
bredi	$x_1$ ist vorbereitet/fertig für $x_2$ (Ereignis)	gismu	vorbereitet	red,bre,bred,bredi	Siehe auch {spaji}, {jukpa}.
bridi	$x_1$ (du'u) ist eine Prädikat-Beziehung mit Beziehung $x_2$ zwischen Argumenten (Folge/Menge) $x_3$	gismu	Prädikat	bri,brid,bridi
brife	$x_1$ ist eine Brise/ein Wind/ein Sturm aus der Richtung $x_2$ mit der Geschwindigkeit $x_3$; $x_1$ bläst von $x_2$.	gismu	Brise,Wind	bif,bi'e,brif,brife	Siehe auch {tcima}.
briju	$x_1$ ist das Büro/Arbeitszimmer von $x_2$ am Ort $x_3$	gismu	Büro	bij,brij,briju	Siehe auch {jibri}, {gunka}.
brito	$x_{1}$ spiegelt die britische/nordirländische Kultur/Nationalität in Aspekt $x_{2}$ wieder.	gismu	britisch	rit,brit,brito	Siehe auch {glico}, {skoto}, {merko}, {ropno}.
broda	$x_1$ ist erstes zuweisbares variables Prädikat (der Kontext bestimmt die Platzstruktur)	gismu	Prädikatvar 1	rod,brod,broda
brode	$x_1$ ist zweites zuweisbares variables Prädikat (der Kontext bestimmt die Platzstruktur)	gismu	Prädikatvar 2	bo'e,brode
brodi	$x_1$ ist drittes zuweisbares variables Prädikat (der Kontext bestimmt die Platzstruktur)	gismu	Prädikatvar 3	brodi
brodo	$x_1$ ist viertes zuweisbares variables Prädikat (der Kontext bestimmt die Platzstruktur)	gismu	Prädikatvar 4	brodo
brodu	$x_1$ ist fünftes zuweisbares variables Prädikat (der Kontext bestimmt die Platzstruktur)	gismu	Prädikatvar 5	brodu
bruna	$x_1$ ist ein Bruder von $x_2$ mit/durch Beziehung/Standard/Eltern $x_3$; [nicht unbedingt biologisch]	gismu	Bruder	bun,bu'a,brun,bruna
budjo	$x_1$ bezieht sich auf/betrifft/gehört zu buddhistischer Kultur/Religion/Ethos in Aspekt $x_2$	gismu	buddhistisch	buj,bu'o,budj,budjo
bukpu	$x_1$ ist eine gewisse Menge Stoff/Gewebe/Tuch von Typ/aus Material $x_2$	gismu	Stoff	buk,bu'u,bukp,bukpu
bumru	$x_1$ ist neblig/trübe/diesig/bedeckt mit Nebel/Dunst aus Flüssigkeit $x_2$	gismu	Nebel	bum,bumr,bumru
bunda	$x_1$ wiegt $x_2$ (Default: 1) örtliche Gewichtseinheit(en) [nicht-metrisch], gemäß Standard $x_3$, Untereinheit(en) [z.B. Unzen] $x_4$ [weitere Untereinheiten können als $x_5$, $x_6$, usw. zugefügt werden]	gismu	Pfund	bud,bund,bunda
bunre	$x_1$ ist braun [Farbadjektiv].	gismu	braun	bur,bu'e,bunr,bunre	Siehe auch {skari}, {blabi}, {xekri}, {kandi}, {carmi}.
burcu	$x_1$ ist eine Bürste für Zweck $x_2$ (Ereignis) mit Borsten $x_3$	gismu	Bürste	bru,burc,burcu
burna	$x_1$ ist verlegen/peinlich berührt/verwirrt/nervös/wird in Verlegenheit gebracht unter Umständen $x_2$ (Abstraktion); $x_2$ ist $x_1$ peinlich	gismu	peinlich	burn,burna
cabna	$x_1$ ist gleichzeitig mit/zur selben Zeit wie/in der Gegenwart von $x_2$	gismu	jetzt	cab,cabn,cabna
cabra	$x_1$ ist ein Gerät/Mechanismus/Apparat/eine Vorrichtung für Funktion $x_2$, kontrolliert/[ausgelöst] von $x_3$ (Handelnder)	gismu	Gerät	ca'a,cabr,cabra
cacra	$x_1$ dauert $x_2$ (Default 1) Stunden gemäß Standard $x_3$	gismu	Stunde	cacr,cacra
cadzu	$x_{1}$ geht/schreitet auf der Oberfläche $x_{2}$ mit den Gliedmaßen $x_{3}$.	gismu	gehen	dzu,cadz,cadzu	Siehe auch {stapa}, {bajra}, {klama}, {litru}.
cafne	$x_1$ (Ereignis) tritt oft/häufig/regelmäßig/üblicherweise (gemäß Standard $x_2$) auf	gismu	oft	caf,cafn,cafne
cakla	$x_1$ ist aus Schoklade/Kakao gemacht; $x_1$ enthält Schoklade/Kakao	gismu	Kakao,Schokolade	cakl,cakla
calku	$x_1$ ist eine Schale/Hülle/Hülse [harte, schützende Abdeckung] um $x_2$ herum, bestehend aus $x_3$	gismu	Schale	cak,calk,calku
canci	$x_1$ verschwindet von Ort $x_2$; $x_1$ kann nicht mehr von $x_2$ mit Sinnen/Sensor $x_3$ wahrgenommen werden	gismu	verschwinden	canc,canci
cando	$x_{1}$ ruht/inaktiv/nicht in Bewegung.	gismu	ruhen	cad,cand,cando	»in Bewegung«, was nicht eine Änderung der Position im Raum impliziert, ist die Negation davon: {narcando}. Siehe auch {surla}.
cange	$x_1$ ist ein Bauernhof/eine Ranch in/bei Ort $x_2$, bebaut von $x_3$ und erzeugt/erwirtschaftet/produziert/baut an $x_4$; (Adjektiv:) $x_1$ ist landwirtschaftlich	gismu	Bauernhof	cag,cang,cange
canja	$x_1$ tauscht Ware $x_2$ gegen $x_3$ von $x_4$; $x_1$ ertauscht sich bei $x_4$ $x_2$ gegen $x_3$; $x_1$ und $x_4$ sind Händler/Handelstreibende/Kaufleute	gismu	tauschen	caj,canj,canja
canko	$x_1$ ist ein Fenster/Portal/eine Öffnung [Portal] in Wand/Gebäude/Struktur $x_2$	gismu	Fenster	ca'o,cank,canko
canlu	$x_1$ ist ein Raum/Volumen [mindestens dreidimensionaler Raum], der/das von $x_2$ bewohnt/besetzt wird	gismu	Raum	cal,ca'u,canl,canlu
canpa	$x_1$ ist eine Schaufel/ein Spaten [Grabwerkzeug mit schaufelförmiger Klinge], um $x_2$ zu graben	gismu	Schaufel	cna,canp,canpa
canre	$x_1$ ist eine gewisse Menge/enthält/besteht aus Sand/Kies aus Quelle $x_2$ von Zusammensetzung unter anderem $x_3$	gismu	Sand	can,canr,canre
canti	$x_1$ ist ein/der Darm/die Eingeweide/Innereien/das Verdauungssystem [Körperteil] von $x_2$	gismu	Eingeweide	cant,canti
carce	$x_1$ ist ein Karren/eine Karre/ein Wagen/Wagon [Gefährt mit Rädern] zur Beförderung von $x_2$ mit Antrieb $x_3$	gismu	Karren	carc,carce
carmi	$x_1$ ist leuchtend/gesättigt (Farbe)/intensiv/strahlend in Eigenschaft (ka) $x_2$ für Beobachter/Messer $x_3$	gismu	leuchtend	cam,cai,carm,carmi
carna	$x_1$ dreht sich/rotiert um Achse $x_2$ in Richtung $x_3$	gismu	drehen	car,carn,carna
cartu	$x_1$ ist eine Karte/ein Diagramm von/über $x_2$ mit Formation/Datenpunkten $x_3$	gismu	Diagramm	cat,cart,cartu
carvi	$x_1$ regnet [Niederschlag] auf $x_2$ von $x_3$; $x_1$ ist Niederschlag [nicht beschränkt auf Regen]	gismu	Regen	cav,carv,carvi
casnu	$x_1$ (normalerweise eine Masse, aber eine Einzelperson/jo'u ist möglich) diskutiert/redet über/bespricht Thema $x_2$	gismu	diskutieren	snu,casn,casnu
catke	$x_1$ [Handelnder] schiebt/drückt/stößt $x_2$ an Stelle $x_3$	gismu	schieben	ca'e,catk,catke
catlu	$x_1$ betrachtet/sieht an/untersucht/besichtigt/prüft/beobachtet/überwacht/blickt auf $x_2$	gismu	betrachten	cta,catl,catlu
catni	$x_1$ hat Autorität über/ist zuständig für Thema/Gegenstand/Einflussbereich/Personen $x_2$ aufgrund von $x_3$ (Quelle der Autorität/Bevollmächtigung)	gismu	Autorität	ca'i,catn,catni
catra	$x_1$ (Handelndes Subjekt) tötet/schlachtet/ermordet $x_2$ durch Tat/Methode $x_3$	gismu	töten	catr,catra	Siehe auch {morsi}, {xarci}.
caxno	$x_1$ ist seicht/flach in Richtung $x_2$ von Referenzpunkt $x_3$ aus gesehen gemäß Standard $x_4$	gismu	seicht	cax,caxn,caxno
cecla	$x_1$ schießt/feuert Geschoss/Projektil/Rakete/Flugkörper $x_2$ ab mit Antrieb $x_3$ [Treibmittel/Treibgas/Antrieb]	gismu	abschießen	cel,ce'a,cecl,cecla
cecmu	$x_1$ ist eine Gemeinschaft/Kolonie/Gesellschaft/ein Gemeinwesen von Organismen $x_2$	gismu	Gemeinschaft	cem,ce'u,cecm,cecmu
cedra	$x_1$ ist eine Ära/Epoche/ein Zeitalter charakterisiert durch $x_2$ (Ereignis/Eigenschaft/Intervall/Idee)	gismu	Ära	cedr,cedra
cenba	$x_1$ schwankt/variiert/ändert sich/weicht in Eigenschaft/Menge $x_2$ (ka/ni) in Betrag/Umfang/Ausmaß $x_3$ unter Umständen $x_4$ (ab)	gismu	schwanken	cne,cenb,cenba
censa	$x_1$ ist Person/Gruppe/Kultur/Religion/Kult $x_2$ heilig	gismu	heilig	ces,cens,censa
centi	$x_1$ ist ein Hundertstel [1/100; $1×10^{-2}$] von $x_2$ in Dimension/Aspekt $x_3$ (Default: Einheiten)	gismu	0,01	cen,cent,centi
cerda	$x_1$ ist ein Erbe von/Anwärter auf/soll $x_2$ (Objekt/Qualität) von $x_3$ (ererben) gemäß Regel/Gesetz $x_4$	gismu	Erbe	ced,cerd,cerda
cerni	$x_1$ ist der Morgen [von Morgendämmerung bis kurz nach der üblichen Arbeitsanfangszeit für den Ort] von Tag $x_2$ in Ort $x_3$	gismu	Morgen	cer,cern,cerni
certu	$x_{1}$ ist ein Experte/Profi/hat Fähigkeiten in/ist begabt in $x_{2}$ (Ereignis/Aktivität) nach Standard $x_{3}$.	gismu	Experte	cre,cert,certu	Auch kompetent, talentiert.  Siehe auch {djuno}, {stati}, {kakne}.
cevni	$x_1$ ist ein/der Gott/Gottheit von Person/Volk/Kultur/Religion $x_2$ mit Zuständigkeitsgebiet/Einflussbereich $x_3$; $x_1$ ist göttlich	gismu	Gott	cev,cei,cevn,cevni
cfari	$x_1$ [Zustand/Ereignis/Prozess] fängt an/beginnt/wird eingeleitet; (intransitives Verb)	gismu	anfangen	cfa,cfar,cfari
cfika	$x_{1}$ ist ein fiktives Werk über die Handlung/das Thema $x_{2}$/unter Konvention $x_{2}$ vom Verfasser $x_{3}$.	gismu	Fiktion	fik,fi'a,cfik,cfika	Auch Geschichte, Lüge, unwahr.  Siehe auch {cukta}, {lisri}, {prosa}, {fatci}, {jitfa}, {jetnu}, {xanri}.
cfila	$x_1$ (Eigenschaft) ist ein Makel/Fehler/Defekt in $x_2$, der $x_3$ hervorruft.	gismu	Defekt,Fehler,Makel	cfi,cfil,cfila	Siehe auch {cikre}, {srera}, {fenra}, {fliba}, {prane}.
cfine	$x_1$ ist ein Keil [Form/Werkzeug] aus Material $x_2$	gismu	Keil	cfin,cfine
cfipu	$x_1$ (Ereignis/Zustand) verwirrt $x_2$ [Beobachter] durch [verwirrende] Eigenschaft $x_3$ (ka)	gismu	verwirrend	fi'u,cfip,cfipu
ciblu	$x_1$ ist Blut/lebenswichtige Flüssigkeit von Organismus $x_2$	gismu	Blut	blu,cibl,ciblu
cicna	$x_1$ ist blaugrün/türkis/cyan [Farbadjektiv]	gismu	blaugrün	cicn,cicna
cidja	$x_{1}$ ernährt/ist Essen/Futter/Nahrung für $x_{2}$; $x_{1}$ ist essbar.	gismu	Essen	dja,cidj,cidja	Siehe auch {citka}, {nitcu}, {pinxe}, {xagji}, {cpina}.
cidni	$x_1$ ist ein/das Knie/ein/der Ellenbogen/Knöchel [Gelenk, Körperteil] von Glied $x_2$ von Körper $x_3$	gismu	Knie	cid,cidn,cidni
cidro	$x_1$ ist eine gewisse Menge/enthält/besteht aus Wasserstoff (H); [im übertragenen Sinne: leicht, entzündlich]	gismu	Wasserstoff	dro,cidr,cidro
cifnu	$x_1$ ist ein Kleinkind/Säugling/Baby [hilflos durch niedriges Alter oder unvollständige Entwicklung] von Rasse/Spezies/Gattung $x_2$	gismu	Kleinkind	cif,cifn,cifnu
cigla	$x_1$ ist eine/die Drüse [Körperteil], die $x_2$ absondert/ausscheidet, in Körper $x_3$; $x_2$ ist ein/das Sekret von $x_1$	gismu	Drüse	cig,cigl,cigla
cikna	$x_1$ ist wach/munter/bei Bewusstsein	gismu	wach	cik,cikn,cikna
cikre	$x_1$ repariert/flickt/setzt $x_2$ (instand) für Zweck $x_3$	gismu	reparieren	cikr,cikre
ciksi	$x_1$ (Person) erklärt $x_2$ (Ereignis/Zustand/Eigenschaft) $x_3$ mit Erklärung $x_4$ (du'u)	gismu	erklären	cki,ciks,ciksi
cilce	$x_1$ ist wild/ungezähmt	gismu	wild	cic,cilc,cilce
cilmo	$x_1$ ist feucht/nass/getränkt mit Feuchtigkeit/Flüssigkeit $x_2$	gismu	feucht	cim,cilm,cilmo
cilre	$x_1$ lernt $x_2$ (du'u) über Thema/Fach $x_3$ von Quelle $x_4$ (Objekt/Ereignis) durch Methode $x_5$ (Ereignis/Prozess)	gismu	lernen	cli,cilr,cilre
cilta	$x_1$ ist ein Faden/Draht/Filament/eine Faser [Form] aus Material $x_2$	gismu	Faden	cil,cilt,cilta
cimde	$x_1$ (Eigenschaft - ka) ist eine Dimension von Raum/Objekt $x_2$ gemäß Regeln/Modell $x_3$	gismu	Dimension	cimd,cimde
cimni	$x_1$ ist unendlich/unbegrenzt/unbeschränkt/ewig in Eigenschaft/Dimension $x_2$, in Grad $x_3$ (Menge)/von Typ $x_3$	gismu	unendlich	cimn,cimni
cinba	$x_1$ (Handelnder) küsst $x_2$ an Stelle $x_3$	gismu	küssen	cinb,cinba
cindu	$x_1$ ist eine Eiche, eine Art Baum von Art/Kultur $x_2$	gismu	Eiche	cind,cindu
cinfo	$x_{1}$ ist ein Löwe/[eine Löwin] der Art/Rasse $x_{2}$.	gismu	Löwe	cinf,cinfo	Siehe auch {mlatu}.
cinje	$x_1$ ist eine Falte/ein Falz [Form] in $x_2$	gismu	Falte	cij,cinj,cinje
cinki	$x_1$ ist ein Insekt von Art/Gattung $x_2$; [Käfer]	gismu	Insekt	cink,cinki
cinla	$x_1$ ist dünn in Richtung/Dimension $x_2$ gemäß Standard $x_3$; [relativ kurz in seiner kleinsten Dimension]	gismu	dünn	cinl,cinla
cinmo	$x_{1}$ verspürt Gefühl/Emotion $x_{2}$ (ka) über $x_{3}$.	gismu	Gefühl	cni,cinm,cinmo	Siehe auch Cmavo-Liste {ci'o}, {cumla}, {jilra}, {nelci}, {xendo}, {ckeji}, {cortu}, {jgira}, {kecti}, {kufra}, {manci}, {prami}, {steba}, {zungi}, {badri}, {burna}, {gleki}.
cinri	$x_1$ (Abstraktion) interessiert/ist interessant für $x_2$; $x_2$ interessiert sich für $x_1$	gismu	interessant	ci'i,cinr,cinri
cinse	$x_1$ in Aktivität/Zustand $x_2$ weist Sexualität/Geschlecht/sexuelle Ausrichtung $x_3$ (ka) auf gemäß Standard $x_4$	gismu	sexuell	cin,cins,cinse
cinta	$x_1$ [Material] ist Lack/Farbe mit Pigment/Farbstoff $x_2$ in einer Basis $x_3$	gismu	Farbe	cint,cinta
cinza	$x_1$ ist eine Zange/Pinzette/sind Stäbchen [Werkzeug/Körperteil] für $x_2$ zum Kneifen von $x_3$	gismu	Zange	cinz,cinza
cipni	$x_{1}$ ist ein Vogel/Geflügel der Art $x_{2}$.	gismu	Vogel	cpi,cipn,cipni	Siehe auch {datka}, {gunse}, {jipci}, {nalci}, {pimlu}, {vofli}, {xruki}, {danlu}.
